Date,zkSync Era (#),Arbitrum (#),OP Mainnet (#),Starknet (#),Base (#),Manta Pacific (#),Blast (#)
2023-08-15,227698.00,142975.00,146953.00,123359.00,89555.00,,
2023-08-16,235271.00,134975.00,125683.00,113323.00,76039.00,,
2023-08-17,245675.00,126811.00,121249.00,96488.00,74213.00,,
2023-08-18,231098.00,171624.00,101590.00,112522.00,81013.00,,
2023-08-19,337000.00,182538.00,92757.00,149310.00,99835.00,,
2023-08-20,294532.00,141176.00,85141.00,136475.00,113378.00,,
2023-08-21,256402.00,135716.00,98799.00,116262.00,137772.00,,
2023-08-22,241628.00,138982.00,93803.00,107114.00,120772.00,,
2023-08-23,266256.00,146784.00,106810.00,133809.00,110167.00,,
2023-08-24,297642.00,134679.00,110710.00,142652.00,127784.00,,
2023-08-25,248408.00,122131.00,88878.00,120320.00,98669.00,,
2023-08-26,364512.00,134686.00,89120.00,166766.00,78370.00,,
2023-08-27,321709.00,125995.00,88907.00,162214.00,81511.00,,
2023-08-28,245887.00,130131.00,97809.00,149974.00,83371.00,,
2023-08-29,249396.00,121488.00,95269.00,179615.00,77328.00,,
2023-08-30,263164.00,125155.00,100671.00,249843.00,80074.00,,
2023-08-31,324875.00,166842.00,108066.00,240717.00,90315.00,,
2023-09-01,275063.00,149108.00,95650.00,174466.00,74064.00,,
2023-09-02,283485.00,142582.00,83555.00,192342.00,64841.00,,
2023-09-03,292350.00,112056.00,78588.00,206342.00,65350.00,,
2023-09-04,272188.00,120098.00,82537.00,175197.00,63934.00,,
2023-09-05,296980.00,143136.00,86027.00,188296.00,69870.00,,
2023-09-06,266312.00,126361.00,90756.00,190190.00,67439.00,,
2023-09-07,271537.00,135043.00,90851.00,205655.00,60972.00,,
2023-09-08,285599.00,135188.00,90211.00,195349.00,60438.00,,
2023-09-09,300594.00,127332.00,85103.00,212031.00,60781.00,4.00,
2023-09-10,297863.00,119899.00,69380.00,205004.00,64662.00,1.00,
2023-09-11,270266.00,122228.00,81857.00,173715.00,62407.00,20.00,
2023-09-12,271740.00,121098.00,102657.00,212140.00,63841.00,141.00,
2023-09-13,227745.00,105943.00,86525.00,230184.00,71938.00,655.00,
2023-09-14,262169.00,105259.00,86986.00,249140.00,77880.00,326.00,
2023-09-15,254939.00,107988.00,86436.00,246724.00,69828.00,214.00,
2023-09-16,278994.00,106397.00,72057.00,258351.00,68476.00,152.00,
2023-09-17,283750.00,100413.00,61957.00,258066.00,65451.00,131.00,
2023-09-18,265572.00,104363.00,65783.00,183233.00,67486.00,3129.00,
2023-09-19,292715.00,123288.00,76941.00,191180.00,79309.00,1197.00,
2023-09-20,285646.00,143863.00,73651.00,178995.00,67385.00,782.00,
2023-09-21,275883.00,161327.00,80073.00,176342.00,63110.00,151.00,
2023-09-22,283684.00,139620.00,70703.00,180705.00,67898.00,1181.00,
2023-09-23,279254.00,127590.00,77283.00,179153.00,70881.00,145.00,
2023-09-24,276529.00,127233.00,61683.00,179572.00,67579.00,2605.00,
2023-09-25,265036.00,138111.00,66228.00,168684.00,69721.00,404.00,
2023-09-26,263550.00,130123.00,85796.00,162103.00,76440.00,216.00,
2023-09-27,283109.00,142388.00,84902.00,181947.00,80529.00,414.00,
2023-09-28,264438.00,139955.00,92772.00,188165.00,79123.00,1686.00,
2023-09-29,246544.00,142908.00,65136.00,179701.00,69503.00,800.00,
2023-09-30,284371.00,142757.00,92401.00,210936.00,71423.00,787.00,
2023-10-01,236807.00,140053.00,55231.00,171144.00,68490.00,997.00,
2023-10-02,212765.00,119958.00,52094.00,148191.00,66787.00,974.00,
2023-10-03,229366.00,137178.00,73252.00,168057.00,71292.00,1368.00,
2023-10-04,236178.00,151093.00,56934.00,187530.00,70113.00,2323.00,
2023-10-05,235508.00,155481.00,57993.00,167560.00,76733.00,1911.00,
2023-10-06,246093.00,200386.00,57660.00,178000.00,69614.00,1346.00,
2023-10-07,276855.00,167178.00,55541.00,186438.00,61731.00,1385.00,
2023-10-08,271335.00,141342.00,50564.00,174658.00,76742.00,1697.00,
2023-10-09,252312.00,104242.00,61558.00,158377.00,78213.00,3181.00,
2023-10-10,266702.00,125460.00,60603.00,169046.00,81068.00,5808.00,
2023-10-11,252364.00,105881.00,63405.00,167878.00,68722.00,4995.00,
2023-10-12,244788.00,103821.00,70939.00,144323.00,69115.00,4325.00,
2023-10-13,249928.00,94165.00,55672.00,145296.00,59203.00,5395.00,
2023-10-14,238108.00,90787.00,54018.00,138772.00,91478.00,5704.00,
2023-10-15,232195.00,82697.00,57091.00,143584.00,134390.00,5601.00,
2023-10-16,236215.00,107137.00,48621.00,133683.00,89138.00,5877.00,
2023-10-17,247746.00,109271.00,63690.00,148116.00,106997.00,7225.00,
2023-10-18,242501.00,125770.00,61323.00,156529.00,89410.00,7941.00,
2023-10-19,225330.00,118317.00,63762.00,144347.00,113894.00,8086.00,
2023-10-20,217577.00,119225.00,64602.00,135685.00,104651.00,6379.00,
2023-10-21,252503.00,111748.00,55591.00,158784.00,88239.00,7813.00,
2023-10-22,248926.00,104293.00,50216.00,158057.00,108964.00,4952.00,
2023-10-23,211192.00,100880.00,65943.00,118703.00,70858.00,5792.00,
2023-10-24,158624.00,114707.00,65851.00,80722.00,60533.00,4872.00,
2023-10-25,216048.00,114344.00,59774.00,123720.00,71178.00,7119.00,
2023-10-26,187727.00,116663.00,59461.00,93948.00,72382.00,7587.00,
2023-10-27,230428.00,134059.00,62001.00,124888.00,69256.00,6943.00,
2023-10-28,261319.00,132574.00,67170.00,164869.00,74574.00,5734.00,
2023-10-29,256506.00,115336.00,57475.00,170172.00,80684.00,6769.00,
2023-10-30,234584.00,106507.00,50466.00,141867.00,68606.00,11519.00,
2023-10-31,226215.00,123610.00,52280.00,157727.00,64719.00,4973.00,
2023-11-01,203433.00,130012.00,52517.00,122786.00,65538.00,6973.00,
2023-11-02,179244.00,129206.00,56607.00,111678.00,62740.00,9434.00,
2023-11-03,209270.00,134089.00,82368.00,130273.00,59728.00,6994.00,
2023-11-04,262621.00,152586.00,87832.00,175830.00,62108.00,4925.00,
2023-11-05,250373.00,133446.00,89319.00,168586.00,59651.00,4275.00,
2023-11-06,181074.00,111338.00,101147.00,102715.00,53493.00,5764.00,
2023-11-07,199367.00,133548.00,104046.00,114191.00,58325.00,6579.00,
2023-11-08,210204.00,160287.00,109006.00,126239.00,72685.00,8034.00,
2023-11-09,154192.00,182824.00,106098.00,91026.00,59606.00,7622.00,
2023-11-10,124871.00,136603.00,86437.00,55046.00,45813.00,6212.00,
2023-11-11,215223.00,154793.00,101355.00,120223.00,54389.00,6624.00,
2023-11-12,252065.00,140737.00,96360.00,154860.00,56620.00,6973.00,
2023-11-13,144251.00,122903.00,87995.00,81534.00,47700.00,7159.00,
2023-11-14,175012.00,139539.00,87714.00,117131.00,49297.00,7757.00,
2023-11-15,188178.00,141469.00,85979.00,168787.00,51097.00,7717.00,
2023-11-16,159568.00,201373.00,133203.00,139448.00,49747.00,8173.00,
2023-11-17,223089.00,264620.00,189580.00,170131.00,51959.00,10262.00,
2023-11-18,273314.00,223953.00,104403.00,224949.00,58991.00,6902.00,
2023-11-19,287960.00,215697.00,81482.00,234813.00,62241.00,6053.00,
2023-11-20,162470.00,195545.00,94035.00,105185.00,51455.00,5293.00,
2023-11-21,162806.00,202806.00,88132.00,97389.00,54128.00,4637.00,
2023-11-22,171478.00,199670.00,77709.00,108811.00,56348.00,9244.00,
2023-11-23,196326.00,205614.00,67587.00,126091.00,51704.00,18469.00,
2023-11-24,230474.00,203962.00,64882.00,172075.00,53830.00,14313.00,
2023-11-25,300089.00,189729.00,69595.00,234909.00,58552.00,14661.00,
2023-11-26,283699.00,179383.00,70952.00,226459.00,61654.00,73411.00,
2023-11-27,206636.00,174222.00,60232.00,158413.00,56627.00,29896.00,
2023-11-28,182034.00,183313.00,56302.00,121563.00,48522.00,13686.00,
2023-11-29,186734.00,186780.00,62905.00,136576.00,53033.00,10057.00,
2023-11-30,226061.00,154068.00,74692.00,194629.00,56476.00,10846.00,
2023-12-01,147068.00,112481.00,64895.00,148802.00,46611.00,9927.00,
2023-12-02,209445.00,142827.00,62700.00,167256.00,79773.00,15190.00,
2023-12-03,303589.00,134075.00,61418.00,165993.00,67267.00,15866.00,
2023-12-04,170193.00,118402.00,79969.00,78325.00,53547.00,13215.00,
2023-12-05,557067.00,107669.00,66064.00,53763.00,48675.00,14546.00,
2023-12-06,529413.00,114522.00,61601.00,61144.00,41922.00,14563.00,
2023-12-07,275733.00,127055.00,61780.00,109668.00,48517.00,11763.00,
2023-12-08,259299.00,153209.00,65970.00,83830.00,46869.00,10687.00,
2023-12-09,337402.00,167838.00,72562.00,126947.00,57155.00,12129.00,
2023-12-10,370367.00,154193.00,70855.00,118025.00,62109.00,12847.00,
2023-12-11,270920.00,133289.00,68580.00,80637.00,52840.00,11447.00,
2023-12-12,246405.00,149682.00,60643.00,72171.00,52810.00,6908.00,
2023-12-13,205369.00,131527.00,64728.00,53530.00,48652.00,7785.00,
2023-12-14,191035.00,122078.00,53786.00,41408.00,45884.00,8124.00,
2023-12-15,177111.00,117508.00,55487.00,37096.00,47266.00,7043.00,
2023-12-16,209586.00,129880.00,56262.00,39075.00,46078.00,7688.00,
2023-12-17,303886.00,137492.00,60407.00,57570.00,60660.00,7471.00,
2023-12-18,197200.00,133486.00,70221.00,63520.00,46456.00,7743.00,
2023-12-19,189975.00,137696.00,77478.00,67856.00,44853.00,9478.00,
2023-12-20,216662.00,121944.00,66156.00,69255.00,50361.00,10277.00,
2023-12-21,264774.00,129845.00,68076.00,61487.00,57377.00,9282.00,
2023-12-22,286286.00,190261.00,93477.00,82121.00,62481.00,15559.00,
2023-12-23,343936.00,212079.00,90165.00,72498.00,79164.00,14406.00,
2023-12-24,337337.00,186329.00,78714.00,68275.00,62906.00,18918.00,
2023-12-25,288593.00,177606.00,76659.00,69577.00,59701.00,17848.00,
2023-12-26,395748.00,178074.00,82108.00,70184.00,70378.00,17093.00,
2023-12-27,436670.00,185916.00,82560.00,57074.00,66402.00,16539.00,
2023-12-28,353205.00,224826.00,88111.00,53677.00,60051.00,21742.00,
2023-12-29,344126.00,201761.00,71953.00,58617.00,62139.00,21760.00,
2023-12-30,361876.00,181712.00,77529.00,64537.00,69812.00,22241.00,
2023-12-31,363129.00,198737.00,73085.00,67082.00,68729.00,24034.00,
2024-01-01,356126.00,140505.00,73956.00,59227.00,68324.00,20213.00,
2024-01-02,370546.00,156727.00,79057.00,51250.00,67933.00,21140.00,
2024-01-03,348225.00,163643.00,77299.00,41690.00,61476.00,19805.00,
2024-01-04,392484.00,165660.00,71296.00,121810.00,66093.00,19976.00,
2024-01-05,418156.00,161239.00,66658.00,85963.00,61425.00,40718.00,
2024-01-06,427793.00,156919.00,66780.00,66396.00,63282.00,58502.00,
2024-01-07,361217.00,141463.00,60760.00,38398.00,54899.00,46733.00,
2024-01-08,428062.00,156556.00,62764.00,45805.00,69298.00,41143.00,
2024-01-09,450301.00,295366.00,65414.00,54504.00,70730.00,33434.00,
2024-01-10,369574.00,219033.00,70298.00,33766.00,61085.00,32890.00,
2024-01-11,385865.00,194857.00,69159.00,44726.00,61353.00,34961.00,
2024-01-12,444463.00,167019.00,65098.00,49923.00,62518.00,32198.00,
2024-01-13,468399.00,155279.00,67829.00,68960.00,67216.00,32744.00,
2024-01-14,390229.00,122847.00,56584.00,38827.00,54844.00,30419.00,
2024-01-15,492487.00,143954.00,71186.00,52523.00,70979.00,45235.00,
2024-01-16,411909.00,126973.00,73016.00,43611.00,64368.00,32351.00,
2024-01-17,382432.00,149648.00,75058.00,44560.00,63905.00,41318.00,
2024-01-18,387811.00,149202.00,60823.00,42644.00,60944.00,71811.00,
2024-01-19,420146.00,160093.00,60740.00,51625.00,73220.00,133206.00,
2024-01-20,497361.00,158729.00,66070.00,86400.00,85496.00,108352.00,
2024-01-21,524227.00,156769.00,65137.00,89900.00,72604.00,58396.00,
2024-01-22,460370.00,168936.00,53217.00,66992.00,64173.00,47611.00,
2024-01-23,463706.00,171257.00,56856.00,82304.00,69161.00,40213.00,
2024-01-24,478692.00,169108.00,66873.00,101245.00,116029.00,49088.00,
2024-01-25,409074.00,151794.00,57527.00,57621.00,70188.00,41217.00,
2024-01-26,415085.00,152289.00,59246.00,64582.00,70098.00,44473.00,
2024-01-27,443267.00,144307.00,62297.00,71752.00,68953.00,33641.00,
2024-01-28,432854.00,165633.00,65754.00,72351.00,72261.00,31940.00,
2024-01-29,437805.00,161042.00,66355.00,80295.00,82069.00,31793.00,
2024-01-30,426584.00,173113.00,63937.00,71840.00,66022.00,25676.00,
2024-01-31,473226.00,164748.00,82674.00,83978.00,68599.00,24060.00,
2024-02-01,435602.00,141389.00,126621.00,52003.00,61360.00,20723.00,
2024-02-02,402919.00,146090.00,116551.00,58753.00,73553.00,22085.00,
2024-02-03,444983.00,142029.00,106097.00,56290.00,82121.00,18244.00,
2024-02-04,450774.00,132696.00,97069.00,63290.00,91402.00,19258.00,
2024-02-05,528352.00,157278.00,91304.00,54351.00,100088.00,18085.00,
2024-02-06,376671.00,144272.00,87753.00,31677.00,89684.00,14786.00,
2024-02-07,341213.00,153549.00,80257.00,31702.00,85500.00,14959.00,
2024-02-08,297550.00,143357.00,72101.00,23518.00,82916.00,16824.00,
2024-02-09,202654.00,118546.00,60094.00,19724.00,95925.00,15031.00,
2024-02-10,296195.00,136761.00,68919.00,38481.00,84340.00,14909.00,
2024-02-11,369789.00,158099.00,73983.00,43017.00,91460.00,17209.00,
2024-02-12,330483.00,153926.00,70579.00,73137.00,90168.00,14240.00,
2024-02-13,340922.00,169560.00,80881.00,196915.00,130097.00,12471.00,
2024-02-14,399655.00,150848.00,73606.00,226590.00,83413.00,12766.00,
2024-02-15,363207.00,153038.00,80817.00,147351.00,87143.00,12858.00,
2024-02-16,368927.00,159024.00,89392.00,115155.00,128104.00,14584.00,
2024-02-17,441161.00,163836.00,103118.00,99108.00,187676.00,14616.00,
2024-02-18,460690.00,170474.00,97686.00,95814.00,144040.00,17444.00,
2024-02-19,395238.00,159993.00,97131.00,84261.00,113125.00,14508.00,
2024-02-20,389866.00,173683.00,103858.00,309890.00,102607.00,12335.00,
2024-02-21,374680.00,177317.00,103927.00,382609.00,112560.00,12512.00,
2024-02-22,381830.00,172360.00,101639.00,227750.00,81655.00,12120.00,
2024-02-23,406381.00,165887.00,91901.00,149514.00,79805.00,10878.00,
2024-02-24,501504.00,180574.00,91227.00,116685.00,108456.00,11430.00,1.00
2024-02-25,505782.00,191492.00,103493.00,102468.00,107111.00,10673.00,4.00
2024-02-26,470318.00,200200.00,95911.00,80751.00,93414.00,10435.00,10.00
2024-02-27,420592.00,186805.00,100156.00,66163.00,90669.00,9893.00,15.00
2024-02-28,452237.00,205458.00,97133.00,61308.00,89450.00,11177.00,74.00
2024-02-29,432671.00,207402.00,101008.00,43042.00,119284.00,10594.00,24857.00
2024-03-01,341868.00,169735.00,91276.00,37053.00,93066.00,8967.00,70959.00
2024-03-02,385965.00,162495.00,86976.00,37422.00,90910.00,9571.00,59355.00
2024-03-03,385779.00,164905.00,93492.00,39353.00,87793.00,9027.00,55691.00
2024-03-04,296066.00,133506.00,72174.00,29198.00,74098.00,8837.00,54227.00
2024-03-05,267192.00,137415.00,71677.00,72102.00,81747.00,8416.00,44048.00
2024-03-06,297535.00,143824.00,80227.00,96818.00,91147.00,8550.00,91594.00
2024-03-07,311064.00,149147.00,83688.00,91994.00,100220.00,10803.00,41108.00
2024-03-08,326311.00,156963.00,89109.00,92091.00,96885.00,16489.00,37784.00
2024-03-09,326108.00,171281.00,115385.00,94589.00,95122.00,10358.00,33014.00
2024-03-10,306382.00,145342.00,90021.00,68748.00,97794.00,9113.00,31574.00
2024-03-11,284442.00,152497.00,77389.00,34196.00,94157.00,10537.00,37356.00
2024-03-12,302543.00,199569.00,73918.00,33765.00,98617.00,11884.00,34264.00
2024-03-13,311812.00,164871.00,68610.00,53954.00,92283.00,13141.00,32312.00
2024-03-14,376301.00,190429.00,108631.00,134332.00,210687.00,13936.00,45286.00
2024-03-15,370109.00,224245.00,114215.00,95617.00,248555.00,12580.00,52944.00
2024-03-16,369034.00,201499.00,102590.00,75962.00,855191.00,12151.00,36535.00
2024-03-17,378032.00,186866.00,110595.00,62348.00,223335.00,12459.00,35848.00
2024-03-18,363579.00,209221.00,110623.00,67747.00,204133.00,15683.00,34093.00
2024-03-19,368679.00,234001.00,129696.00,64659.00,178979.00,11963.00,33738.00
2024-03-20,386584.00,260962.00,139461.00,56807.00,301826.00,10826.00,38436.00
2024-03-21,379478.00,258876.00,126380.00,40815.00,242444.00,25291.00,46142.00
2024-03-22,384293.00,256729.00,114656.00,49066.00,224492.00,10626.00,44589.00
2024-03-23,394883.00,235390.00,116350.00,42019.00,211585.00,10155.00,48305.00
2024-03-24,402207.00,243123.00,114906.00,43303.00,233488.00,10633.00,43451.00
2024-03-25,399477.00,248890.00,132316.00,45299.00,218416.00,10876.00,54859.00
2024-03-26,387408.00,276729.00,146214.00,31214.00,262962.00,24277.00,67028.00
2024-03-27,373471.00,326931.00,143475.00,38096.00,273366.00,22148.00,76664.00
2024-03-28,372966.00,316238.00,140643.00,29355.00,323198.00,15934.00,100927.00
2024-03-29,370663.00,338841.00,137948.00,29465.00,383331.00,14040.00,84284.00
2024-03-30,367971.00,308248.00,128707.00,25767.00,419978.00,12535.00,78104.00
2024-03-31,385376.00,271594.00,146359.00,20440.00,389824.00,11745.00,76792.00
2024-04-01,357673.00,265702.00,119918.00,22466.00,357386.00,11361.00,78536.00