Date,OP Mainnet ($),Arbitrum ($),Base ($),Blast ($),Manta Pacific ($),Starknet ($),zkSync Era ($)
2021-05-30,,0.00,,,,,
2021-05-31,,0.00,,,,,
2021-06-01,,0.00,,,,,
2021-06-02,,0.00,,,,,
2021-06-03,,0.00,,,,,
2021-06-04,,0.00,,,,,
2021-06-05,,0.00,,,,,
2021-06-06,,0.00,,,,,
2021-06-07,,0.00,,,,,
2021-06-08,,0.00,,,,,
2021-06-09,,0.00,,,,,
2021-06-10,,0.00,,,,,
2021-06-11,,0.00,,,,,
2021-06-12,,0.00,,,,,
2021-06-13,,0.00,,,,,
2021-06-14,,0.00,,,,,
2021-06-15,,0.00,,,,,
2021-06-16,,0.00,,,,,
2021-06-17,,0.00,,,,,
2021-06-18,,0.00,,,,,
2021-06-19,,0.00,,,,,
2021-06-20,,0.00,,,,,
2021-06-21,,0.00,,,,,
2021-06-22,,0.00,,,,,
2021-06-23,,0.00,,,,,
2021-06-24,,0.00,,,,,
2021-06-25,,0.00,,,,,
2021-06-26,,0.00,,,,,
2021-06-27,,0.00,,,,,
2021-06-28,,0.00,,,,,
2021-06-29,,0.00,,,,,
2021-06-30,,0.00,,,,,
2021-07-01,,0.00,,,,,
2021-07-02,,0.00,,,,,
2021-07-03,,0.00,,,,,
2021-07-04,,0.00,,,,,
2021-07-05,,0.00,,,,,
2021-07-06,,0.00,,,,,
2021-07-07,,0.00,,,,,
2021-07-08,,0.00,,,,,
2021-07-09,,0.00,,,,,
2021-07-10,,0.00,,,,,
2021-07-11,,0.00,,,,,
2021-07-12,,0.00,,,,,
2021-07-13,,0.00,,,,,
2021-07-14,,0.00,,,,,
2021-07-15,,0.00,,,,,
2021-07-16,,0.00,,,,,
2021-07-17,,0.00,,,,,
2021-07-18,,0.00,,,,,
2021-07-19,,0.00,,,,,
2021-07-20,,0.00,,,,,
2021-07-21,,0.00,,,,,
2021-07-22,,0.00,,,,,
2021-07-23,,0.00,,,,,
2021-07-24,,0.00,,,,,
2021-07-25,,0.00,,,,,
2021-07-26,,0.00,,,,,
2021-07-27,,0.00,,,,,
2021-07-28,,0.00,,,,,
2021-07-29,,0.00,,,,,
2021-07-30,,0.00,,,,,
2021-07-31,,0.00,,,,,
2021-08-01,,0.00,,,,,
2021-08-02,,0.00,,,,,
2021-08-03,,0.00,,,,,
2021-08-04,,0.00,,,,,
2021-08-05,,0.00,,,,,
2021-08-06,,0.00,,,,,
2021-08-07,,0.00,,,,,
2021-08-08,,0.00,,,,,
2021-08-09,,0.00,,,,,
2021-08-10,,0.00,,,,,
2021-08-11,,0.00,,,,,
2021-08-12,,0.00,,,,,
2021-08-13,,0.00,,,,,
2021-08-14,,0.00,,,,,
2021-08-15,,0.00,,,,,
2021-08-16,,0.00,,,,,
2021-08-17,,0.00,,,,,
2021-08-18,,0.00,,,,,
2021-08-19,,0.00,,,,,
2021-08-20,,0.00,,,,,
2021-08-21,,0.00,,,,,
2021-08-22,,0.00,,,,,
2021-08-23,,0.00,,,,,
2021-08-24,,0.00,,,,,
2021-08-25,,0.00,,,,,
2021-08-26,,0.00,,,,,
2021-08-27,,0.00,,,,,
2021-08-28,,0.00,,,,,
2021-08-29,,0.00,,,,,
2021-08-30,,0.00,,,,,
2021-08-31,,0.00,,,,,
2021-09-01,,0.00,,,,,
2021-09-02,,0.00,,,,,
2021-09-03,,0.00,,,,,
2021-09-04,,0.00,,,,,
2021-09-05,,0.00,,,,,
2021-09-06,,0.00,,,,,
2021-09-07,,0.00,,,,,
2021-09-08,,0.00,,,,,
2021-09-09,,0.00,,,,,
2021-09-10,,0.00,,,,,
2021-09-11,,0.00,,,,,
2021-09-12,,0.00,,,,,
2021-09-13,,0.00,,,,,
2021-09-14,,0.00,,,,,
2021-09-15,,0.00,,,,,
2021-09-16,,0.00,,,,,
2021-09-17,,0.00,,,,,
2021-09-18,,0.00,,,,,
2021-09-19,,0.00,,,,,
2021-09-20,,0.00,,,,,
2021-09-21,,0.00,,,,,
2021-09-22,,0.00,,,,,
2021-09-23,,0.00,,,,,
2021-09-24,,0.00,,,,,
2021-09-25,,0.00,,,,,
2021-09-26,,0.00,,,,,
2021-09-27,,0.00,,,,,
2021-09-28,,0.00,,,,,
2021-09-29,,0.00,,,,,
2021-09-30,,0.00,,,,,
2021-10-01,,0.00,,,,,
2021-10-02,,0.00,,,,,
2021-10-03,,0.00,,,,,
2021-10-04,,0.00,,,,,
2021-10-05,,0.00,,,,,
2021-10-06,,0.00,,,,,
2021-10-07,,0.00,,,,,
2021-10-08,,0.00,,,,,
2021-10-09,,0.00,,,,,
2021-10-10,,0.00,,,,,
2021-10-11,,0.00,,,,,
2021-10-12,,0.00,,,,,
2021-10-13,,0.00,,,,,
2021-10-14,,0.00,,,,,
2021-10-15,,0.00,,,,,
2021-10-16,,0.00,,,,,
2021-10-17,,0.00,,,,,
2021-10-18,,0.00,,,,,
2021-10-19,,0.00,,,,,
2021-10-20,,0.00,,,,,
2021-10-21,,0.00,,,,,
2021-10-22,,0.00,,,,,
2021-10-23,,0.00,,,,,
2021-10-24,,0.00,,,,,
2021-10-25,,0.00,,,,,
2021-10-26,,0.00,,,,,
2021-10-27,,0.00,,,,,
2021-10-28,,0.00,,,,,
2021-10-29,,0.00,,,,,
2021-10-30,,0.00,,,,,
2021-10-31,,0.00,,,,,
2021-11-01,,0.00,,,,,
2021-11-02,,0.00,,,,,
2021-11-03,,0.00,,,,,
2021-11-04,,0.00,,,,,
2021-11-05,,0.00,,,,,
2021-11-06,,0.00,,,,,
2021-11-07,,0.00,,,,,
2021-11-08,,0.00,,,,,
2021-11-09,,0.00,,,,,
2021-11-10,,0.00,,,,,
2021-11-11,,0.00,,,,,
2021-11-12,,0.00,,,,,
2021-11-13,,0.00,,,,,
2021-11-14,,0.00,,,,,
2021-11-15,,0.00,,,,,
2021-11-16,,0.00,,,,0.00,
2021-11-17,,0.00,,,,0.00,
2021-11-18,,0.00,,,,0.00,
2021-11-19,,0.00,,,,0.00,
2021-11-20,,0.00,,,,0.00,
2021-11-21,,0.00,,,,0.00,
2021-11-22,,0.00,,,,0.00,
2021-11-23,,0.00,,,,0.00,
2021-11-24,,0.00,,,,0.00,
2021-11-25,,0.00,,,,0.00,
2021-11-26,,0.00,,,,0.00,
2021-11-27,,0.00,,,,0.00,
2021-11-28,,0.00,,,,0.00,
2021-11-29,,0.00,,,,0.00,
2021-11-30,,0.00,,,,0.00,
2021-12-01,,0.00,,,,0.00,
2021-12-02,,0.00,,,,0.00,
2021-12-03,,0.00,,,,0.00,
2021-12-04,,0.00,,,,0.00,
2021-12-05,,0.00,,,,0.00,
2021-12-06,,0.00,,,,0.00,
2021-12-07,,0.00,,,,0.00,
2021-12-08,,0.00,,,,0.00,
2021-12-09,,0.00,,,,0.00,
2021-12-10,,0.00,,,,0.00,
2021-12-11,,0.00,,,,0.00,
2021-12-12,,0.00,,,,0.00,
2021-12-13,,0.00,,,,0.00,
2021-12-14,,0.00,,,,0.00,
2021-12-15,,0.00,,,,0.00,
2021-12-16,,0.00,,,,0.00,
2021-12-17,,0.00,,,,0.00,
2021-12-18,,0.00,,,,0.00,
2021-12-19,,0.00,,,,0.00,
2021-12-20,,0.00,,,,0.00,
2021-12-21,,0.00,,,,0.00,
2021-12-22,,0.00,,,,0.00,
2021-12-23,,0.00,,,,0.00,
2021-12-24,,0.00,,,,0.00,
2021-12-25,,0.00,,,,0.00,
2021-12-26,,0.00,,,,0.00,
2021-12-27,,0.00,,,,0.00,
2021-12-28,,0.00,,,,0.00,
2021-12-29,,0.00,,,,0.00,
2021-12-30,,0.00,,,,0.00,
2021-12-31,,0.00,,,,0.00,
2022-01-01,,0.00,,,,0.00,
2022-01-02,,0.00,,,,0.00,
2022-01-03,,0.00,,,,0.00,
2022-01-04,,0.00,,,,0.00,
2022-01-05,,0.00,,,,0.00,
2022-01-06,,0.00,,,,0.00,
2022-01-07,,0.00,,,,0.00,
2022-01-08,,0.00,,,,0.00,
2022-01-09,,0.00,,,,0.00,
2022-01-10,,0.00,,,,0.00,
2022-01-11,,0.00,,,,0.00,
2022-01-12,,0.00,,,,0.00,
2022-01-13,,0.00,,,,0.00,
2022-01-14,,0.00,,,,0.00,
2022-01-15,,0.00,,,,0.00,
2022-01-16,,0.00,,,,0.00,
2022-01-17,,0.00,,,,0.00,
2022-01-18,,0.00,,,,0.00,
2022-01-19,,0.00,,,,0.00,
2022-01-20,,0.00,,,,0.00,
2022-01-21,,0.00,,,,0.00,
2022-01-22,,0.00,,,,0.00,
2022-01-23,,0.00,,,,0.00,
2022-01-24,,0.00,,,,0.00,
2022-01-25,,0.00,,,,0.00,
2022-01-26,,0.00,,,,0.00,
2022-01-27,,0.00,,,,0.00,
2022-01-28,,0.00,,,,0.00,
2022-01-29,,0.00,,,,0.00,
2022-01-30,,0.00,,,,0.00,
2022-01-31,,0.00,,,,0.00,
2022-02-01,,0.00,,,,0.00,
2022-02-02,,0.00,,,,0.00,
2022-02-03,,0.00,,,,0.00,
2022-02-04,,0.00,,,,0.00,
2022-02-05,,0.00,,,,0.00,
2022-02-06,,0.00,,,,0.00,
2022-02-07,,0.00,,,,0.00,
2022-02-08,,0.00,,,,0.00,
2022-02-09,,0.00,,,,0.00,
2022-02-10,,0.00,,,,0.00,
2022-02-11,,0.00,,,,0.00,
2022-02-12,,0.00,,,,0.00,
2022-02-13,,0.00,,,,0.00,
2022-02-14,,0.00,,,,0.00,
2022-02-15,,0.00,,,,0.00,
2022-02-16,,0.00,,,,0.00,
2022-02-17,,0.00,,,,0.00,
2022-02-18,,0.00,,,,0.00,
2022-02-19,,0.00,,,,0.00,
2022-02-20,,0.00,,,,0.00,
2022-02-21,,0.00,,,,0.00,
2022-02-22,,0.00,,,,0.00,
2022-02-23,,0.00,,,,0.00,
2022-02-24,,0.00,,,,0.00,
2022-02-25,,0.00,,,,0.00,
2022-02-26,,0.00,,,,0.00,
2022-02-27,,0.00,,,,0.00,
2022-02-28,,0.00,,,,0.00,
2022-03-01,,0.00,,,,0.00,
2022-03-02,,0.00,,,,0.00,
2022-03-03,,0.00,,,,0.00,
2022-03-04,,0.00,,,,0.00,
2022-03-05,,0.00,,,,0.00,
2022-03-06,,0.00,,,,0.00,
2022-03-07,,0.00,,,,0.00,
2022-03-08,,0.00,,,,0.00,
2022-03-09,,0.00,,,,0.00,
2022-03-10,,0.00,,,,0.00,
2022-03-11,,0.00,,,,0.00,
2022-03-12,,0.00,,,,0.00,
2022-03-13,,0.00,,,,0.00,
2022-03-14,,0.00,,,,0.00,
2022-03-15,,0.00,,,,0.00,
2022-03-16,,0.00,,,,0.00,
2022-03-17,,0.00,,,,0.00,
2022-03-18,,0.00,,,,0.00,
2022-03-19,,0.00,,,,0.00,
2022-03-20,,0.00,,,,0.00,
2022-03-21,,0.00,,,,0.00,
2022-03-22,,0.00,,,,0.00,
2022-03-23,,0.00,,,,0.00,
2022-03-24,,0.00,,,,0.00,
2022-03-25,,0.00,,,,0.00,
2022-03-26,,0.00,,,,0.00,
2022-03-27,,0.00,,,,0.00,
2022-03-28,,0.00,,,,0.00,
2022-03-29,,0.00,,,,0.00,
2022-03-30,,0.00,,,,0.00,
2022-03-31,,0.00,,,,0.00,
2022-04-01,,0.00,,,,0.00,
2022-04-02,,0.00,,,,0.00,
2022-04-03,,0.00,,,,0.00,
2022-04-04,,0.00,,,,0.00,
2022-04-05,,0.00,,,,0.00,
2022-04-06,,0.00,,,,0.00,
2022-04-07,,0.00,,,,0.00,
2022-04-08,,0.00,,,,0.00,
2022-04-09,,0.00,,,,0.00,
2022-04-10,,0.00,,,,0.00,
2022-04-11,,0.00,,,,0.00,
2022-04-12,,0.00,,,,0.00,
2022-04-13,,0.00,,,,0.00,
2022-04-14,,0.00,,,,0.00,
2022-04-15,,0.00,,,,0.00,
2022-04-16,,0.00,,,,0.00,
2022-04-17,,0.00,,,,0.00,
2022-04-18,,0.00,,,,0.00,
2022-04-19,,0.00,,,,0.00,
2022-04-20,,0.00,,,,0.00,
2022-04-21,,0.00,,,,0.00,
2022-04-22,,0.00,,,,0.00,
2022-04-23,,0.00,,,,0.00,
2022-04-24,,0.00,,,,0.00,
2022-04-25,,0.00,,,,0.00,
2022-04-26,,0.00,,,,0.00,
2022-04-27,,0.00,,,,0.00,
2022-04-28,,0.00,,,,0.00,
2022-04-29,,0.00,,,,0.00,
2022-04-30,,0.00,,,,0.00,
2022-05-01,,0.00,,,,0.00,
2022-05-02,,0.00,,,,0.00,
2022-05-03,,0.00,,,,0.00,
2022-05-04,,0.00,,,,0.00,
2022-05-05,,0.00,,,,0.00,
2022-05-06,,0.00,,,,0.00,
2022-05-07,,0.00,,,,0.00,
2022-05-08,,0.00,,,,0.00,
2022-05-09,,0.00,,,,0.00,
2022-05-10,,0.00,,,,0.00,
2022-05-11,,0.00,,,,0.00,
2022-05-12,,0.00,,,,0.00,
2022-05-13,,0.00,,,,0.00,
2022-05-14,,0.00,,,,0.00,
2022-05-15,,0.00,,,,0.00,
2022-05-16,,0.00,,,,0.00,
2022-05-17,,0.00,,,,0.00,
2022-05-18,,0.00,,,,0.00,
2022-05-19,,0.00,,,,0.00,
2022-05-20,,0.00,,,,0.00,
2022-05-21,,0.00,,,,0.00,
2022-05-22,,0.00,,,,0.00,
2022-05-23,,0.00,,,,0.00,
2022-05-24,,0.00,,,,0.00,
2022-05-25,,0.00,,,,0.00,
2022-05-26,,0.00,,,,0.00,
2022-05-27,,0.00,,,,0.00,
2022-05-28,,0.00,,,,0.00,
2022-05-29,,0.00,,,,0.00,
2022-05-30,,0.00,,,,0.00,
2022-05-31,,0.00,,,,0.00,
2022-06-01,22434.74,0.00,,,,0.00,
2022-06-02,0.00,0.00,,,,0.00,
2022-06-03,0.00,0.00,,,,0.00,
2022-06-04,0.00,0.00,,,,0.00,
2022-06-05,0.00,0.00,,,,0.00,
2022-06-06,0.00,0.00,,,,0.00,
2022-06-07,0.00,0.00,,,,0.00,
2022-06-08,0.00,0.00,,,,0.00,
2022-06-09,0.00,0.00,,,,0.00,
2022-06-10,0.00,0.00,,,,0.00,
2022-06-11,0.00,0.00,,,,0.00,
2022-06-12,0.00,0.00,,,,0.00,
2022-06-13,0.00,0.00,,,,0.00,
2022-06-14,0.00,0.00,,,,0.00,
2022-06-15,0.00,0.00,,,,0.00,
2022-06-16,0.00,0.00,,,,0.00,
2022-06-17,0.00,0.00,,,,0.00,
2022-06-18,0.00,0.00,,,,0.00,
2022-06-19,0.00,0.00,,,,0.00,
2022-06-20,0.00,0.00,,,,0.00,
2022-06-21,0.00,0.00,,,,0.00,
2022-06-22,0.00,0.00,,,,0.00,
2022-06-23,0.00,0.00,,,,0.00,
2022-06-24,0.00,0.00,,,,0.00,
2022-06-25,0.00,0.00,,,,0.00,
2022-06-26,0.00,0.00,,,,0.00,
2022-06-27,0.00,0.00,,,,0.00,
2022-06-28,0.00,0.00,,,,0.00,
2022-06-29,0.00,0.00,,,,0.00,
2022-06-30,50499.78,0.00,,,,0.00,
2022-07-01,0.00,0.00,,,,0.00,
2022-07-02,0.00,0.00,,,,0.00,
2022-07-03,0.00,0.00,,,,0.00,
2022-07-04,0.00,0.00,,,,0.00,
2022-07-05,0.00,0.00,,,,0.00,
2022-07-06,0.00,0.00,,,,0.00,
2022-07-07,0.00,0.00,,,,0.00,
2022-07-08,6970549.26,0.00,,,,0.00,
2022-07-09,0.00,0.00,,,,0.00,
2022-07-10,0.00,0.00,,,,0.00,
2022-07-11,0.00,0.00,,,,0.00,
2022-07-12,0.00,0.00,,,,0.00,
2022-07-13,0.47,0.00,,,,0.00,
2022-07-14,1918438.90,0.00,,,,0.00,
2022-07-15,433016.30,0.00,,,,0.00,
2022-07-16,0.00,0.00,,,,0.00,
2022-07-17,0.00,0.00,,,,0.00,
2022-07-18,0.00,0.00,,,,0.00,
2022-07-19,1370160.88,0.00,,,,0.00,
2022-07-20,2368345.38,0.00,,,,0.00,
2022-07-21,0.00,0.00,,,,0.00,
2022-07-22,0.00,0.00,,,,0.00,
2022-07-23,0.00,0.00,,,,0.00,
2022-07-24,0.00,0.00,,,,0.00,
2022-07-25,15804.62,0.00,,,,0.00,
2022-07-26,247520.63,0.00,,,,0.00,
2022-07-27,9467663.52,0.00,,,,0.00,
2022-07-28,0.00,0.00,,,,0.00,
2022-07-29,0.00,0.00,,,,0.00,
2022-07-30,0.00,0.00,,,,0.00,
2022-07-31,0.00,0.00,,,,0.00,
2022-08-01,0.00,0.00,,,,0.00,
2022-08-02,0.00,0.00,,,,0.00,
2022-08-03,2586460.58,0.00,,,,0.00,
2022-08-04,1936360.16,0.00,,,,0.00,
2022-08-05,70705.68,0.00,,,,0.00,
2022-08-06,55049.75,0.00,,,,0.00,
2022-08-07,65644.48,0.00,,,,0.00,
2022-08-08,107101.65,0.00,,,,0.00,
2022-08-09,1557924.01,0.00,,,,0.00,
2022-08-10,101787.52,0.00,,,,0.00,
2022-08-11,29449.85,0.00,,,,0.00,
2022-08-12,68504.04,0.00,,,,0.00,
2022-08-13,42575.43,0.00,,,,0.00,
2022-08-14,90061.57,0.00,,,,0.00,
2022-08-15,884667.55,0.00,,,,0.00,
2022-08-16,28752.69,0.00,,,,0.00,
2022-08-17,51468.05,0.00,,,,0.00,
2022-08-18,99969.24,0.00,,,,0.00,
2022-08-19,49557.27,0.00,,,,0.00,
2022-08-20,33896.80,0.00,,,,0.00,
2022-08-21,37803.56,0.00,,,,0.00,
2022-08-22,50421.28,0.00,,,,0.00,
2022-08-23,99280.04,0.00,,,,0.00,
2022-08-24,60997.27,0.00,,,,0.00,
2022-08-25,70010.19,0.00,,,,0.00,
2022-08-26,1367587.01,0.00,,,,0.00,
2022-08-27,820017.02,0.00,,,,0.00,
2022-08-28,26541.77,0.00,,,,0.00,
2022-08-29,90201.32,0.00,,,,0.00,
2022-08-30,84998.56,0.00,,,,0.00,
2022-08-31,23026.96,0.00,,,,0.00,
2022-09-01,29115.23,0.00,,,,0.00,
2022-09-02,1013996.48,0.00,,,,0.00,
2022-09-03,24085.20,0.00,,,,0.00,
2022-09-04,54433.90,0.00,,,,0.00,
2022-09-05,50581.35,0.00,,,,0.00,
2022-09-06,84825.13,0.00,,,,0.00,
2022-09-07,1255241.34,0.00,,,,0.00,
2022-09-08,54736.81,0.00,,,,0.00,
2022-09-09,105531.44,0.00,,,,0.00,
2022-09-10,65208.53,0.00,,,,0.00,
2022-09-11,39550.23,0.00,,,,0.00,
2022-09-12,1117937.78,0.00,,,,0.00,
2022-09-13,455390.41,0.00,,,,0.00,
2022-09-14,19434.99,0.00,,,,0.00,
2022-09-15,70254.28,0.00,,,,0.00,
2022-09-16,37048.01,0.00,,,,0.00,
2022-09-17,22357.19,0.00,,,,0.00,
2022-09-18,45403.61,0.00,,,,0.00,
2022-09-19,397246.47,0.00,,,,0.00,
2022-09-20,25704.20,0.00,,,,0.00,
2022-09-21,32961.65,0.00,,,,0.00,
2022-09-22,56997.95,0.00,,,,0.00,
2022-09-23,84704.49,0.00,,,,0.00,
2022-09-24,18251.33,0.00,,,,0.00,
2022-09-25,54886.02,0.00,,,,0.00,
2022-09-26,52905.24,0.00,,,,0.00,
2022-09-27,27425.55,0.00,,,,0.00,
2022-09-28,41392.04,0.00,,,,0.00,
2022-09-29,127069.77,0.00,,,,0.00,
2022-09-30,356654.22,0.00,,,,0.00,
2022-10-01,27571.20,0.00,,,,0.00,
2022-10-02,33348.48,0.00,,,,0.00,
2022-10-03,931605.95,0.00,,,,0.00,
2022-10-04,23924.39,0.00,,,,0.00,
2022-10-05,161395.38,0.00,,,,0.00,
2022-10-06,868303.78,0.00,,,,0.00,
2022-10-07,43135.32,0.00,,,,0.00,
2022-10-08,49549.43,0.00,,,,0.00,
2022-10-09,19972.30,0.00,,,,0.00,
2022-10-10,31671.53,0.00,,,,0.00,
2022-10-11,28535.15,0.00,,,,0.00,
2022-10-12,48036.14,0.00,,,,0.00,
2022-10-13,42279.00,0.00,,,,0.00,
2022-10-14,34637.06,0.00,,,,0.00,
2022-10-15,37452.31,0.00,,,,0.00,
2022-10-16,21212.15,0.00,,,,0.00,
2022-10-17,19118.94,0.00,,,,0.00,
2022-10-18,20639.30,0.00,,,,0.00,
2022-10-19,1103723.39,0.00,,,,0.00,
2022-10-20,30789.63,0.00,,,,0.00,
2022-10-21,288144.99,0.00,,,,0.00,
2022-10-22,27513.16,0.00,,,,0.00,
2022-10-23,52197.10,0.00,,,,0.00,
2022-10-24,83639.50,0.00,,,,0.00,
2022-10-25,116366.37,0.00,,,,0.00,
2022-10-26,66627.70,0.00,,,,0.00,
2022-10-27,36033.63,0.00,,,,0.00,
2022-10-28,103990.00,0.00,,,,0.00,
2022-10-29,14656.59,0.00,,,,0.00,
2022-10-30,16702.78,0.00,,,,0.00,
2022-10-31,154482.97,0.00,,,,0.00,
2022-11-01,5547161.41,0.00,,,,0.00,
2022-11-02,47692.89,0.00,,,,0.00,
2022-11-03,36359.67,0.00,,,,0.00,
2022-11-04,509564.66,0.00,,,,0.00,
2022-11-05,12319.61,0.00,,,,0.00,
2022-11-06,407284.40,0.00,,,,0.00,
2022-11-07,3856.53,0.00,,,,0.00,
2022-11-08,27466.37,0.00,,,,0.00,
2022-11-09,76777.73,0.00,,,,0.00,
2022-11-10,24910.15,0.00,,,,0.00,
2022-11-11,586.91,0.00,,,,0.00,
2022-11-12,1374.46,0.00,,,,0.00,
2022-11-13,514.83,0.00,,,,0.00,
2022-11-14,5919.74,0.00,,,,0.00,
2022-11-15,2054.56,0.00,,,,0.00,
2022-11-16,1441.84,0.00,,,,0.00,
2022-11-17,277033.48,0.00,,,,0.00,
2022-11-18,6566.93,0.00,,,,0.00,
2022-11-19,508.79,0.00,,,,0.00,
2022-11-20,260.92,0.00,,,,0.00,
2022-11-21,719.55,0.00,,,,0.00,
2022-11-22,39926.90,0.00,,,,0.00,
2022-11-23,256.41,0.00,,,,0.00,
2022-11-24,1426558.02,0.00,,,,0.00,
2022-11-25,4176443.28,0.00,,,,0.00,
2022-11-26,271756.52,0.00,,,,0.00,
2022-11-27,92.37,0.00,,,,0.00,
2022-11-28,698368.95,0.00,,,,0.00,
2022-11-29,107427.52,0.00,,,,0.00,
2022-11-30,100275.31,0.00,,,,0.00,
2022-12-01,605.99,0.00,,,,0.00,
2022-12-02,271.81,0.00,,,,0.00,
2022-12-03,191.99,0.00,,,,0.00,
2022-12-04,66.81,0.00,,,,0.00,
2022-12-05,128.79,0.00,,,,0.00,
2022-12-06,49755.89,0.00,,,,0.00,
2022-12-07,746.00,0.00,,,,0.00,
2022-12-08,43.26,0.00,,,,0.00,
2022-12-09,154692.45,0.00,,,,0.00,
2022-12-10,306.28,0.00,,,,0.00,
2022-12-11,139.73,0.00,,,,0.00,
2022-12-12,2431.66,0.00,,,,0.00,
2022-12-13,23.66,0.00,,,,0.00,
2022-12-14,228.22,0.00,,,,0.00,
2022-12-15,7380460.62,0.00,,,,0.00,
2022-12-16,265.27,0.00,,,,0.00,
2022-12-17,228.40,0.00,,,,0.00,
2022-12-18,430.68,0.00,,,,0.00,
2022-12-19,1570.70,0.00,,,,0.00,
2022-12-20,110.43,0.00,,,,0.00,
2022-12-21,248.44,0.00,,,,0.00,
2022-12-22,39.73,0.00,,,,0.00,
2022-12-23,3170.03,0.00,,,,0.00,
2022-12-24,118.04,0.00,,,,0.00,
2022-12-25,72.96,0.00,,,,0.00,
2022-12-26,284691.71,0.00,,,,0.00,
2022-12-27,379.75,0.00,,,,0.00,
2022-12-28,37.57,0.00,,,,0.00,
2022-12-29,586.56,0.00,,,,0.00,
2022-12-30,84.51,0.00,,,,0.00,
2022-12-31,124.97,0.00,,,,0.00,
2023-01-01,197.59,0.00,,,,0.00,
2023-01-02,96073.62,0.00,,,,0.00,
2023-01-03,423.40,0.00,,,,0.00,
2023-01-04,228.42,0.00,,,,0.00,
2023-01-05,419961.21,0.00,,,,0.00,
2023-01-06,452.68,0.00,,,,0.00,
2023-01-07,54.00,0.00,,,,0.00,
2023-01-08,316259.97,0.00,,,,0.00,
2023-01-09,1469195.52,0.00,,,,0.00,
2023-01-10,63568.00,0.00,,,,0.00,
2023-01-11,89.19,0.00,,,,0.00,
2023-01-12,14339.66,0.00,,,,0.00,
2023-01-13,447.71,0.00,,,,0.00,
2023-01-14,865.51,0.00,,,,0.00,
2023-01-15,406.65,0.00,,,,0.00,
2023-01-16,1007.69,0.00,,,,0.00,
2023-01-17,35716.60,0.00,,,,0.00,
2023-01-18,2229.60,0.00,,,,0.00,
2023-01-19,61.08,0.00,,,,0.00,
2023-01-20,1892765.98,0.00,,,,0.00,
2023-01-21,499.77,0.00,,,,0.00,
2023-01-22,320.80,0.00,,,,0.00,
2023-01-23,159.01,0.00,,,,0.00,
2023-01-24,194.00,0.00,,,,0.00,
2023-01-25,64.58,0.00,,,,0.00,
2023-01-26,1027.71,0.00,,,,0.00,
2023-01-27,154.47,0.00,,,,0.00,
2023-01-28,23205.23,0.00,,,,0.00,
2023-01-29,1976.24,0.00,,,,0.00,
2023-01-30,3235.61,0.00,,,,0.00,
2023-01-31,1128.88,0.00,,,,0.00,
2023-02-01,322.57,0.00,,,,0.00,
