Date,Arbitrum (#),zkSync Era (#),OP Mainnet (#),Base (#),Starknet (#),Manta Pacific (#),Blast (#)
2023-08-14,902902.00,951445.00,694008.00,577868.00,305454.00,,
2023-08-15,906359.00,846799.00,937720.00,580973.00,330316.00,,
2023-08-16,914159.00,748857.00,654703.00,470647.00,281175.00,,
2023-08-17,1222137.00,800795.00,604147.00,420214.00,256772.00,,
2023-08-18,1034477.00,776053.00,475754.00,481889.00,286918.00,,
2023-08-19,957218.00,1161399.00,425551.00,707232.00,451461.00,,
2023-08-20,842704.00,1056167.00,402975.00,901043.00,414692.00,,
2023-08-21,869646.00,942803.00,449149.00,1415572.00,308776.00,,
2023-08-22,896733.00,837332.00,451982.00,976551.00,291551.00,,
2023-08-23,933241.00,1010441.00,475490.00,785863.00,427779.00,,
2023-08-24,856846.00,1031357.00,429447.00,727005.00,480117.00,,
2023-08-25,1027539.00,863856.00,371668.00,711166.00,393401.00,,
2023-08-26,852920.00,1317468.00,362731.00,443741.00,598198.00,,
2023-08-27,779572.00,1220221.00,355560.00,440508.00,550575.00,,
2023-08-28,807920.00,857413.00,418077.00,400654.00,448331.00,,
2023-08-29,871614.00,878394.00,427254.00,400033.00,594939.00,,
2023-08-30,829297.00,897607.00,423184.00,410406.00,625747.00,,
2023-08-31,983328.00,1045698.00,466322.00,527240.00,737020.00,,
2023-09-01,895774.00,922815.00,385631.00,393328.00,591040.00,,
2023-09-02,823660.00,1107868.00,342098.00,348382.00,736136.00,,
2023-09-03,728657.00,1132370.00,321985.00,344737.00,778508.00,,
2023-09-04,771373.00,957801.00,345774.00,354281.00,562068.00,,
2023-09-05,888347.00,1027656.00,374562.00,384983.00,670322.00,,
2023-09-06,817325.00,895419.00,396002.00,378122.00,622563.00,,
2023-09-07,824729.00,946719.00,397998.00,371600.00,707000.00,,
2023-09-08,819428.00,1025054.00,390796.00,400281.00,750584.00,,
2023-09-09,735196.00,1155414.00,363578.00,560122.00,877589.00,8013.00,
2023-09-10,773994.00,1147160.00,337502.00,789142.00,861525.00,8640.00,
2023-09-11,861289.00,962463.00,393899.00,612535.00,608449.00,8779.00,
2023-09-12,836071.00,930288.00,483538.00,775948.00,692177.00,9354.00,
2023-09-13,785414.00,760719.00,355062.00,1403332.00,554178.00,13982.00,
2023-09-14,807863.00,958417.00,378444.00,1882770.00,690866.00,10334.00,
2023-09-15,783562.00,938894.00,396987.00,1734861.00,656337.00,9801.00,
2023-09-16,738281.00,1094009.00,321358.00,1734424.00,796225.00,9436.00,
2023-09-17,715763.00,1090059.00,300843.00,1160300.00,845712.00,9422.00,
2023-09-18,845285.00,959454.00,320752.00,1352136.00,575829.00,12657.00,
2023-09-19,878449.00,1079730.00,350853.00,1162650.00,625215.00,10555.00,
2023-09-20,968668.00,1025527.00,344947.00,963825.00,580681.00,9944.00,
2023-09-21,1262108.00,998241.00,362729.00,677089.00,596070.00,9465.00,
2023-09-22,919605.00,1052848.00,344084.00,908102.00,644600.00,10528.00,
2023-09-23,772099.00,1087164.00,319967.00,680953.00,653756.00,9530.00,
2023-09-24,811901.00,1112855.00,296871.00,701560.00,704835.00,12348.00,
2023-09-25,841782.00,986411.00,324863.00,773000.00,576571.00,9908.00,
2023-09-26,914120.00,963425.00,359465.00,1232624.00,543896.00,9809.00,
2023-09-27,1011983.00,1050811.00,364426.00,1241280.00,639539.00,10355.00,
2023-09-28,1087089.00,1004633.00,387388.00,1031963.00,658307.00,12077.00,
2023-09-29,1063382.00,934880.00,328763.00,780641.00,652460.00,16491.00,
2023-09-30,1039116.00,1044123.00,425383.00,922000.00,721545.00,20404.00,
2023-10-01,1037013.00,896162.00,291477.00,1153386.00,587725.00,20904.00,
2023-10-02,936900.00,748742.00,286145.00,1480240.00,451209.00,18865.00,
2023-10-03,983267.00,873502.00,331055.00,772578.00,553832.00,15601.00,
2023-10-04,965047.00,868440.00,281918.00,750097.00,604203.00,18890.00,
2023-10-05,956518.00,876289.00,289661.00,865979.00,539836.00,17204.00,
2023-10-06,1034468.00,936651.00,286172.00,617466.00,566309.00,17111.00,
2023-10-07,911386.00,1015786.00,262401.00,588948.00,631657.00,16473.00,
2023-10-08,776017.00,1009501.00,254341.00,550183.00,598722.00,16275.00,
2023-10-09,859520.00,930729.00,291296.00,614521.00,526519.00,18516.00,
2023-10-10,1069514.00,958344.00,282658.00,583290.00,555345.00,23116.00,
2023-10-11,831852.00,919468.00,299204.00,464921.00,534961.00,22367.00,
2023-10-12,790569.00,878843.00,312610.00,406430.00,471646.00,21762.00,
2023-10-13,715118.00,895276.00,267289.00,358974.00,496042.00,29239.00,
2023-10-14,634932.00,920829.00,244715.00,434753.00,517291.00,24446.00,
2023-10-15,623351.00,872817.00,253535.00,489030.00,529272.00,23063.00,
2023-10-16,864982.00,852442.00,259624.00,453232.00,433094.00,32830.00,
2023-10-17,762139.00,910995.00,309185.00,463627.00,487381.00,53815.00,
2023-10-18,781249.00,875404.00,282406.00,497512.00,490712.00,48515.00,
2023-10-19,789407.00,807665.00,280802.00,465127.00,454516.00,39746.00,
2023-10-20,818801.00,740065.00,297615.00,428959.00,416771.00,29518.00,
2023-10-21,771436.00,878198.00,269049.00,411147.00,555975.00,34585.00,
2023-10-22,792435.00,869648.00,265118.00,420673.00,559902.00,29897.00,
2023-10-23,946762.00,719842.00,337559.00,360119.00,387223.00,31803.00,
2023-10-24,1098041.00,510201.00,356788.00,349271.00,211852.00,34598.00,
2023-10-25,967588.00,709094.00,292199.00,358833.00,345723.00,41790.00,
2023-10-26,1025496.00,587705.00,311694.00,349873.00,238993.00,44376.00,
2023-10-27,960633.00,694711.00,285942.00,378322.00,365085.00,45001.00,
2023-10-28,848263.00,837274.00,279520.00,396334.00,535253.00,36317.00,
2023-10-29,759905.00,844090.00,247592.00,350642.00,554112.00,36029.00,
2023-10-30,819520.00,737379.00,247064.00,338696.00,441012.00,41217.00,
2023-10-31,951703.00,657209.00,259153.00,305059.00,406547.00,29866.00,
2023-11-01,1074535.00,638909.00,288312.00,311156.00,371526.00,36833.00,
2023-11-02,1026568.00,559105.00,289470.00,288912.00,323563.00,42243.00,
2023-11-03,1054187.00,665476.00,305077.00,291601.00,412320.00,37648.00,
2023-11-04,1060865.00,843935.00,310135.00,309139.00,582415.00,38477.00,
2023-11-05,969291.00,788116.00,356126.00,307778.00,564702.00,30874.00,
2023-11-06,903679.00,540351.00,355571.00,264237.00,312632.00,39778.00,
2023-11-07,1008451.00,591013.00,382068.00,271924.00,333833.00,45700.00,
2023-11-08,1057765.00,608227.00,356111.00,311922.00,396732.00,51110.00,
2023-11-09,1268063.00,410483.00,425121.00,276620.00,273451.00,50971.00,
2023-11-10,1075045.00,350324.00,347078.00,226065.00,136633.00,46638.00,
2023-11-11,1070527.00,648661.00,368007.00,258505.00,320811.00,45250.00,
2023-11-12,938350.00,753215.00,351736.00,255964.00,447023.00,55620.00,
2023-11-13,965834.00,412681.00,357535.00,222198.00,202877.00,56490.00,
2023-11-14,1021989.00,525243.00,344291.00,237974.00,332017.00,64857.00,
2023-11-15,1019373.00,551201.00,346268.00,256619.00,386777.00,75807.00,
2023-11-16,1129373.00,464547.00,440305.00,274679.00,366633.00,72604.00,
2023-11-17,1251637.00,935591.00,538284.00,272453.00,538326.00,96499.00,
2023-11-18,1010084.00,856294.00,371674.00,358474.00,723720.00,42398.00,
2023-11-19,972898.00,906850.00,351863.00,417106.00,810318.00,32553.00,
2023-11-20,997338.00,481258.00,402408.00,317878.00,297257.00,25122.00,
2023-11-21,1156753.00,491568.00,407268.00,315157.00,273304.00,26304.00,
2023-11-22,1116369.00,491889.00,361156.00,334985.00,315336.00,38474.00,
2023-11-23,1113602.00,576489.00,328866.00,295062.00,352250.00,76764.00,
2023-11-24,1071872.00,681063.00,326701.00,299722.00,509750.00,67990.00,
2023-11-25,2770954.00,1026980.00,301765.00,316894.00,882004.00,73173.00,
2023-11-26,1150979.00,965325.00,303757.00,316680.00,870894.00,214623.00,
2023-11-27,995071.00,615771.00,283714.00,288614.00,525026.00,101053.00,
2023-11-28,959895.00,534505.00,272637.00,252808.00,381249.00,62828.00,
2023-11-29,930081.00,527850.00,279158.00,265525.00,383487.00,51450.00,
2023-11-30,853292.00,598001.00,311882.00,263169.00,494069.00,59646.00,
2023-12-01,825186.00,434875.00,290050.00,236117.00,371608.00,68613.00,
2023-12-02,886963.00,648451.00,290069.00,302197.00,395597.00,90713.00,
2023-12-03,870750.00,885044.00,280786.00,283293.00,392478.00,94399.00,
2023-12-04,1018878.00,755809.00,374888.00,243336.00,176956.00,77523.00,
2023-12-05,935633.00,1123646.00,334188.00,255342.00,104966.00,76399.00,
2023-12-06,936435.00,1149987.00,308536.00,232156.00,112404.00,82795.00,
2023-12-07,1031595.00,896411.00,348089.00,263117.00,210364.00,85105.00,
2023-12-08,983385.00,900141.00,414366.00,255165.00,180995.00,68723.00,
2023-12-09,1025758.00,1138609.00,401668.00,293356.00,299245.00,62895.00,
2023-12-10,935898.00,1350570.00,389342.00,313463.00,280842.00,75175.00,
2023-12-11,1083100.00,976377.00,414712.00,290068.00,205200.00,64532.00,
2023-12-12,1132470.00,849631.00,352603.00,295617.00,182125.00,45687.00,
2023-12-13,1006111.00,755198.00,345093.00,275315.00,124963.00,52033.00,
2023-12-14,912424.00,666881.00,314150.00,254067.00,97498.00,47896.00,
2023-12-15,4660755.00,615307.00,297380.00,233925.00,83128.00,34652.00,
2023-12-16,5419769.00,5362921.00,307694.00,243283.00,87938.00,37554.00,
2023-12-17,876114.00,2935589.00,343484.00,307126.00,117344.00,43820.00,
2023-12-18,2167140.00,711193.00,384848.00,260618.00,108023.00,42889.00,
2023-12-19,1873224.00,757604.00,512875.00,242503.00,323871.00,53449.00,
2023-12-20,1068639.00,1594334.00,372958.00,252013.00,430702.00,65242.00,
2023-12-21,1132170.00,961126.00,444109.00,304348.00,119389.00,57586.00,
2023-12-22,1506458.00,1026220.00,522543.00,340850.00,148808.00,516835.00,
2023-12-23,1258496.00,1298715.00,458591.00,392118.00,148638.00,305058.00,
2023-12-24,1131505.00,1232250.00,407420.00,329031.00,135783.00,229820.00,
2023-12-25,1052938.00,1004204.00,379403.00,313563.00,150601.00,194166.00,
2023-12-26,1186736.00,1519355.00,465529.00,375304.00,170710.00,202426.00,
2023-12-27,1461571.00,1463025.00,468723.00,355299.00,142738.00,117015.00,
2023-12-28,1477167.00,1191346.00,457955.00,333749.00,140251.00,143021.00,
2023-12-29,1320480.00,1295359.00,410261.00,338892.00,171976.00,163182.00,
2023-12-30,1234348.00,1396515.00,400985.00,396296.00,157311.00,196622.00,
2023-12-31,1330416.00,1445726.00,412341.00,399341.00,164217.00,255150.00,
2024-01-01,1406054.00,1198387.00,402799.00,415556.00,135335.00,218566.00,
2024-01-02,1521718.00,1310105.00,418946.00,369598.00,120109.00,194451.00,
2024-01-03,1759754.00,1242716.00,413320.00,341621.00,95905.00,126508.00,
2024-01-04,1555840.00,1667932.00,394855.00,337125.00,208232.00,90297.00,
2024-01-05,1332187.00,1390354.00,384685.00,330682.00,170481.00,148369.00,
2024-01-06,1086818.00,1392091.00,372227.00,334699.00,152316.00,195723.00,
2024-01-07,1046072.00,1237273.00,325246.00,270585.00,91148.00,146596.00,
2024-01-08,1310727.00,1498793.00,401657.00,360758.00,106261.00,136920.00,
2024-01-09,1685246.00,1469672.00,455383.00,398453.00,126071.00,116506.00,
2024-01-10,1582529.00,1054888.00,490335.00,338895.00,81272.00,114038.00,
2024-01-11,1452495.00,1261635.00,443896.00,306318.00,104627.00,123587.00,
2024-01-12,1450720.00,1584577.00,466334.00,340992.00,113553.00,140143.00,
2024-01-13,1108348.00,1496714.00,415718.00,339624.00,151086.00,143189.00,
2024-01-14,962009.00,1194474.00,336458.00,269297.00,87463.00,125142.00,
2024-01-15,1052934.00,1386182.00,413050.00,319335.00,119769.00,180305.00,
2024-01-16,1023110.00,1113176.00,402375.00,287600.00,97642.00,133436.00,
2024-01-17,1030952.00,1404392.00,381253.00,290781.00,94194.00,176461.00,
2024-01-18,1092710.00,1280282.00,348437.00,284762.00,96258.00,256076.00,
2024-01-19,1168305.00,1233484.00,359150.00,315243.00,112460.00,449223.00,
2024-01-20,1174303.00,1659688.00,401503.00,395470.00,188902.00,343055.00,
2024-01-21,1046797.00,1855156.00,349544.00,352145.00,201396.00,212755.00,
2024-01-22,1482165.00,1439293.00,383444.00,353370.00,143090.00,172558.00,
2024-01-23,1419908.00,1424958.00,439471.00,409456.00,178922.00,171298.00,
2024-01-24,1385958.00,1610842.00,500802.00,530287.00,212036.00,176050.00,
2024-01-25,1221267.00,1761451.00,460390.00,391018.00,120506.00,144692.00,
2024-01-26,1135774.00,1632471.00,402391.00,378570.00,132279.00,152260.00,
2024-01-27,1043074.00,1359764.00,352451.00,364933.00,167214.00,141900.00,
2024-01-28,1183478.00,1410228.00,408526.00,443948.00,174915.00,138945.00,
2024-01-29,1208121.00,1292901.00,394974.00,461437.00,175293.00,137074.00,
2024-01-30,1178153.00,1237277.00,375193.00,322945.00,140872.00,127719.00,
2024-01-31,1128198.00,1468043.00,378256.00,338088.00,163012.00,123691.00,
2024-02-01,1064009.00,1264291.00,408744.00,339982.00,109375.00,99887.00,
2024-02-02,992222.00,1185849.00,372483.00,403670.00,117081.00,96784.00,
2024-02-03,952400.00,1385249.00,351920.00,441214.00,118969.00,84609.00,
2024-02-04,958450.00,1445435.00,335797.00,499405.00,128062.00,85776.00,
2024-02-05,1042803.00,1939354.00,350755.00,528213.00,112418.00,79965.00,
2024-02-06,1023789.00,1192175.00,348379.00,467066.00,73130.00,66347.00,
2024-02-07,1080779.00,1071559.00,340648.00,448279.00,77211.00,71592.00,
2024-02-08,1004444.00,957430.00,300326.00,444763.00,59342.00,81848.00,
2024-02-09,949225.00,571256.00,279586.00,472721.00,46715.00,88525.00,
2024-02-10,1001251.00,873524.00,298579.00,474037.00,86524.00,80162.00,
2024-02-11,1059818.00,1134876.00,317738.00,499177.00,107008.00,87933.00,
2024-02-12,1107901.00,960785.00,343466.00,456894.00,140918.00,61207.00,
2024-02-13,1196906.00,948741.00,395343.00,503504.00,296696.00,52165.00,
2024-02-14,1109785.00,1298496.00,370332.00,390808.00,349129.00,54664.00,
2024-02-15,1130718.00,1208052.00,361267.00,404786.00,229381.00,52749.00,
2024-02-16,1114421.00,1184227.00,386879.00,500219.00,180533.00,56939.00,
2024-02-17,1059947.00,1499641.00,410482.00,632863.00,171669.00,50235.00,
2024-02-18,1082699.00,1581223.00,400107.00,564969.00,163647.00,60881.00,
2024-02-19,1093430.00,1286070.00,433693.00,466063.00,146153.00,56222.00,
2024-02-20,1210490.00,1400726.00,486312.00,428360.00,1063076.00,55479.00,
2024-02-21,1156217.00,1346094.00,481970.00,481999.00,956539.00,53414.00,
2024-02-22,1127440.00,1358973.00,469069.00,394663.00,629917.00,52483.00,
2024-02-23,1079870.00,1479930.00,433949.00,369384.00,419539.00,48558.00,
2024-02-24,1081370.00,2027168.00,434887.00,488709.00,303619.00,51503.00,4692.00
2024-02-25,1137416.00,2224753.00,440631.00,526990.00,274686.00,48046.00,43207.00
2024-02-26,1196656.00,1885023.00,460406.00,432595.00,207660.00,46360.00,43217.00
2024-02-27,1154008.00,1604595.00,480915.00,449677.00,170496.00,46815.00,43272.00
2024-02-28,1374196.00,1643403.00,507096.00,465436.00,164140.00,56577.00,43904.00
2024-02-29,1324406.00,1429608.00,508853.00,480944.00,128200.00,48280.00,435613.00
2024-03-01,1161627.00,1086138.00,430161.00,415447.00,96468.00,37709.00,855464.00
2024-03-02,1091447.00,1282187.00,424795.00,444459.00,100869.00,40363.00,550450.00
2024-03-03,1145254.00,1284282.00,424242.00,444604.00,119481.00,40523.00,520551.00
2024-03-04,1036986.00,938369.00,399383.00,386613.00,80310.00,39466.00,476026.00
2024-03-05,1272814.00,815236.00,484827.00,463779.00,161476.00,44552.00,360079.00
2024-03-06,1150402.00,922937.00,445821.00,521780.00,180850.00,41894.00,459008.00
2024-03-07,1078020.00,1016087.00,418310.00,509667.00,166277.00,46972.00,311896.00
2024-03-08,1076698.00,998738.00,405248.00,440157.00,170135.00,53422.00,273933.00
2024-03-09,971215.00,1063012.00,449243.00,446694.00,172534.00,42902.00,245980.00
2024-03-10,963749.00,1048899.00,361134.00,467219.00,132520.00,40479.00,244213.00
2024-03-11,1063767.00,880326.00,382494.00,457169.00,89778.00,46804.00,247957.00
2024-03-12,1187825.00,932734.00,371029.00,451569.00,82074.00,60597.00,241528.00
2024-03-13,1091050.00,909398.00,345129.00,572298.00,224254.00,73414.00,210601.00
2024-03-14,1313574.00,1179295.00,558955.00,1228534.00,518021.00,70155.00,308097.00
2024-03-15,1645969.00,1201148.00,767051.00,1372489.00,336670.00,76062.00,332303.00
2024-03-16,1455470.00,1199308.00,628116.00,2115080.00,275208.00,71287.00,264941.00
2024-03-17,1329642.00,1296362.00,585381.00,1150460.00,238227.00,68093.00,275010.00
2024-03-18,1518189.00,1123278.00,661566.00,1188679.00,218692.00,70043.00,265507.00
2024-03-19,2058909.00,1146312.00,778447.00,1213904.00,229833.00,66459.00,269432.00
2024-03-20,2208453.00,1242335.00,781329.00,1649667.00,197797.00,67170.00,292883.00
2024-03-21,1833772.00,1228252.00,672231.00,1401833.00,192506.00,86975.00,364563.00
2024-03-22,1880114.00,1282707.00,674600.00,1329185.00,168945.00,60679.00,378733.00
2024-03-23,1659844.00,1402475.00,598888.00,1321083.00,120186.00,59102.00,399594.00
2024-03-24,1657435.00,1405024.00,599511.00,1484598.00,117255.00,55719.00,405773.00
2024-03-25,1846683.00,1282698.00,717912.00,1541847.00,126080.00,59913.00,456461.00
2024-03-26,2172058.00,1297447.00,844359.00,1625760.00,93603.00,126990.00,508809.00
2024-03-27,2122059.00,1262380.00,1018610.00,1675088.00,104930.00,112825.00,493944.00
2024-03-28,2008059.00,1235312.00,986091.00,2167952.00,85056.00,83106.00,571871.00
2024-03-29,2110261.00,1219495.00,929912.00,2274773.00,85345.00,74878.00,523983.00
2024-03-30,1803151.00,1175646.00,876545.00,2387397.00,78153.00,64071.00,451195.00
2024-03-31,1567919.00,1178690.00,744395.00,2263477.00,60492.00,60882.00,412044.00
2024-04-01,1625541.00,1013668.00,643630.00,2348188.00,63816.00,60464.00,437684.00