Date,Lido Finance ($),Frax Ether ($),StakeWise ($),StakeStone ($),Stader ($)
2023-05-26,1693766.29,0.00,22239.36,,3062.40
2023-05-27,1743451.61,0.00,17491.53,,991.84
2023-05-28,1518987.78,0.00,20982.79,,875.16
2023-05-29,1792072.18,0.00,23335.69,,634.44
2023-05-30,1681631.91,0.00,21380.93,,53382.60
2023-05-31,1682390.53,0.00,20610.60,,788.95
2023-06-01,1595118.90,260448.01,0.00,,895.48
2023-06-02,1759189.82,0.00,19480.54,,25019.50
2023-06-03,1515957.86,0.00,20431.35,,942.78
2023-06-04,1436006.98,0.00,17386.27,,866.61
2023-06-05,1424893.51,0.00,17719.77,,746.82
2023-06-06,1571151.82,0.00,22215.04,,28704.04
2023-06-07,1483199.87,0.00,19021.76,,983.19
2023-06-08,1456605.65,243376.76,19973.62,,867.41
2023-06-09,1487242.71,0.00,26218.04,,20103.87
2023-06-10,1634995.69,0.00,17746.25,,698.15
2023-06-11,1237364.46,0.00,17803.21,,690.40
2023-06-12,1289018.79,0.00,16146.63,,817.97
2023-06-13,1315233.11,0.00,16432.61,,22883.54
2023-06-14,1196761.99,0.00,21228.50,,826.08
2023-06-15,1346585.36,239337.47,17117.83,,800.31
2023-06-16,1293230.49,0.00,17519.50,,16003.03
2023-06-17,1369026.70,0.00,0.00,,919.19
2023-06-18,1308107.16,0.00,25629.86,,833.00
2023-06-19,1226223.62,0.00,17000.08,,727.49
2023-06-20,1430678.51,0.00,17632.64,,22206.97
2023-06-21,1499248.61,0.00,19272.84,,796.34
2023-06-22,1561990.60,272675.83,16358.06,,758.90
2023-06-23,1538987.42,0.00,30760.56,,18466.13
2023-06-24,1440736.50,0.00,17177.35,,777.50
2023-06-25,1373683.51,0.00,17557.96,,790.47
2023-06-26,1356397.81,0.00,14955.42,,706.06
2023-06-27,1448118.53,0.00,15906.60,,24430.20
2023-06-28,1521380.81,0.00,0.00,,748.22
2023-06-29,1530851.77,264660.21,20887.22,,725.38
2023-06-30,1732030.55,0.00,30834.52,,19086.05
2023-07-01,1730149.98,0.00,20439.26,,857.43
2023-07-02,1466918.42,0.00,16375.89,,888.63
2023-07-03,1559886.58,0.00,18322.35,,725.54
2023-07-04,1578672.93,0.00,16379.29,,690.44
2023-07-05,1491829.68,0.00,17631.21,,817.53
2023-07-06,1564060.74,283233.71,15983.41,,665.33
2023-07-07,1601422.96,0.00,22468.70,,718.36
2023-07-08,1587980.96,0.00,20968.21,,51520.70
2023-07-09,1478972.74,0.00,19930.33,,693.81
2023-07-10,1506224.61,0.00,20423.42,,706.31
2023-07-11,1603799.04,0.00,0.00,,22386.31
2023-07-12,1496623.49,0.00,16678.63,,745.97
2023-07-13,1648629.05,322453.31,23924.06,,770.71
2023-07-14,1741118.38,0.00,21247.17,,24365.25
2023-07-15,1554926.55,0.00,28126.73,,890.86
2023-07-16,1544038.21,0.00,18498.47,,727.49
2023-07-17,1660846.42,0.00,16829.33,,614.63
2023-07-18,1576435.99,0.00,24687.93,,30245.13
2023-07-19,1611630.28,0.00,17229.24,,771.78
2023-07-20,1683017.38,302795.59,21277.73,,0.00
2023-07-21,1687622.97,0.00,18467.37,,23999.71
2023-07-22,1621032.56,0.00,17306.45,,1057.96
2023-07-23,1539715.96,0.00,22022.84,,0.00
2023-07-24,1633812.83,0.00,18225.38,,1795.48
2023-07-25,1657760.48,0.00,18364.17,,29442.12
2023-07-26,1668272.60,0.00,17067.69,,0.00
2023-07-27,1643528.38,287546.39,0.00,,1725.61
2023-07-28,1637188.32,0.00,19117.07,,22759.44
2023-07-29,1749909.31,0.00,15962.70,,883.75
2023-07-30,1442694.76,0.00,15396.55,,863.22
2023-07-31,2303502.09,0.00,24544.62,,794.48
2023-08-01,1598571.20,0.00,18840.50,,29945.29
2023-08-02,1643151.01,0.00,16727.60,,906.90
2023-08-03,1645117.00,303395.34,22587.85,,0.00
2023-08-04,1536964.85,0.00,16820.80,,20737.42
2023-08-05,1558082.68,0.00,15580.89,,0.00
2023-08-06,1481297.96,0.00,16207.36,,0.00
2023-08-07,1516111.91,0.00,18189.44,,0.00
2023-08-08,1628898.64,0.00,16125.83,,37623.56
2023-08-09,1595707.00,0.00,0.00,,936.66
2023-08-10,1599696.77,307252.23,16425.50,,0.00
2023-08-11,1583493.74,0.00,23359.80,,25488.59
2023-08-12,1531479.39,0.00,15560.37,,1028.25
2023-08-13,1477965.22,0.00,21943.32,,732.89
2023-08-14,1517969.61,0.00,16648.53,,0.00
2023-08-15,1618994.27,0.00,16331.96,,29833.74
2023-08-16,1665349.62,0.00,16696.11,,0.00
2023-08-17,1538400.71,270079.36,0.00,,3012.11
2023-08-18,1991446.10,0.00,0.00,,20794.51
2023-08-19,1464222.02,0.00,0.00,,957.69
2023-08-20,1400477.72,0.00,0.00,,848.05
2023-08-21,1456521.31,0.00,63969.26,,0.00
2023-08-22,1424157.38,0.00,16328.53,,25985.22
2023-08-23,1502832.53,0.00,0.00,,0.00
2023-08-24,1498436.32,266076.72,29546.66,,0.00
2023-08-25,1494297.55,0.00,16124.38,,0.00
2023-08-26,1438971.58,0.00,15586.90,,25902.83
2023-08-27,1333287.71,0.00,15313.60,,0.00
2023-08-28,1443310.51,0.00,21099.10,,0.00
2023-08-29,1706640.99,0.00,0.00,,22463.61
2023-08-30,1644894.14,0.00,15825.27,,3888.14
2023-08-31,1414272.72,260337.37,15171.44,,658.91
2023-09-01,1443111.16,0.00,15726.59,,19813.55
2023-09-02,1322008.61,0.00,15662.93,,724.13
2023-09-03,1254364.59,0.00,22932.47,,643.16
2023-09-04,1353804.14,0.00,14703.85,,529.03
2023-09-05,1417265.40,0.00,0.00,,26524.60
2023-09-06,1531596.44,0.00,14325.48,,574.97
2023-09-07,1520584.55,254244.67,22378.92,,591.01
2023-09-08,1434369.41,0.00,17790.78,,19660.53
2023-09-09,1492598.73,0.00,16761.64,,612.56
2023-09-10,1325623.38,0.00,20195.72,,566.87
2023-09-11,1306166.96,0.00,13859.87,,510.10
2023-09-12,1604818.79,0.00,16507.27,,24325.07
2023-09-13,1446618.03,0.00,0.00,,0.00
2023-09-14,1366248.79,255994.87,15404.56,,1405.03
2023-09-15,1445899.13,0.00,17665.28,,19122.29
2023-09-16,1384417.32,0.00,15155.01,,801.44
2023-09-17,1292962.57,0.00,13537.16,,695.71
2023-09-18,1374267.32,0.00,17423.90,,672.99
2023-09-19,1476257.46,0.00,15794.12,,26030.10
2023-09-20,1484206.02,0.00,0.00,,679.47
2023-09-21,1437295.29,253803.21,16810.60,,580.89
2023-09-22,1390709.66,0.00,15222.69,,18185.22
2023-09-23,1303404.09,0.00,15734.43,,0.00
2023-09-24,1312575.70,0.00,15144.20,,1291.62
2023-09-25,1290005.89,0.00,14971.40,,1140.29
2023-09-26,1473545.76,0.00,0.00,,24682.88
2023-09-27,1408950.15,0.00,16561.86,,595.27
2023-09-28,1422411.17,239761.07,19290.44,,651.89
2023-09-29,1424591.05,0.00,15498.86,,18754.27
2023-09-30,1432050.14,0.00,16745.94,,590.75
2023-10-01,1420535.02,0.00,16406.25,,555.01
2023-10-02,1497678.27,0.00,16361.06,,518.74
2023-10-03,1603177.51,0.00,0.00,,26204.00
2023-10-04,1479542.33,0.00,18783.59,,622.07
2023-10-05,1353070.29,242458.37,17376.80,,660.92
2023-10-06,1339718.86,0.00,18160.57,,19988.22
2023-10-07,1322348.95,0.00,16754.93,,689.61
2023-10-08,1315084.54,0.00,14548.89,,642.94
2023-10-09,1238077.73,0.00,15491.72,,566.62
2023-10-10,1260640.38,0.00,0.00,,23974.73
2023-10-11,1261453.81,0.00,13966.33,,588.11
2023-10-12,1260379.89,229225.84,14684.99,,0.00
2023-10-13,1307664.72,0.00,19150.51,,17674.57
2023-10-14,1293162.47,0.00,14420.94,,0.00
2023-10-15,1198978.18,0.00,12294.62,,0.00
2023-10-16,1315558.46,0.00,28762.92,,0.00
2023-10-17,1499846.88,0.00,12981.50,,23634.02
2023-10-18,1689388.97,0.00,0.00,,0.00
2023-10-19,1315604.22,243299.05,14430.87,,0.00
2023-10-20,1467059.30,0.00,15112.53,,18723.38
2023-10-21,1469342.18,0.00,19636.56,,0.00
2023-10-22,1367297.74,0.00,18692.16,,0.00
2023-10-23,1492909.09,0.00,0.00,,0.00
2023-10-24,1794154.11,0.00,0.00,,32427.05
2023-10-25,1568209.40,0.00,39279.43,,1430.35
2023-10-26,1739289.34,261499.89,24777.18,,781.42
2023-10-27,1658908.06,0.00,15368.93,,23009.09
2023-10-28,1882689.58,0.00,0.00,,753.92
2023-10-29,1486596.50,0.00,18266.22,,1038.32
2023-10-30,1525854.15,0.00,19069.62,,676.23
2023-10-31,1728507.83,0.00,17654.40,,33835.53
2023-11-01,1728421.37,0.00,21473.44,,857.18
2023-11-02,1716179.87,300674.45,19844.79,,848.97
2023-11-03,1598106.79,0.00,18605.40,,26728.89
2023-11-04,1650080.27,0.00,0.00,,0.00
2023-11-05,1603522.14,0.00,17483.44,,0.00
2023-11-06,1733898.29,0.00,18427.68,,0.00
2023-11-07,1715477.65,0.00,21006.13,,41199.61
2023-11-08,1799772.45,0.00,17329.46,,5457.16
2023-11-09,2032141.04,368152.89,0.00,,959.74
2023-11-10,2373928.82,0.00,24834.77,,36802.00
2023-11-11,1960898.72,0.00,20705.12,,1389.14
2023-11-12,1867729.97,0.00,21556.14,,1141.19
2023-11-13,1945498.13,0.00,21699.11,,1021.55
2023-11-14,2122924.55,0.00,27168.45,,50352.13
2023-11-15,2058291.64,0.00,0.00,,1115.51
2023-11-16,1849090.09,341484.49,20261.59,,978.09
2023-11-17,1742877.94,0.00,27304.40,,33607.62
2023-11-18,1792113.74,0.00,34676.67,,1060.96
2023-11-19,1691066.07,0.00,21456.86,,1070.47
2023-11-20,1775637.32,0.00,0.00,,948.78
2023-11-21,1722103.02,0.00,23683.64,,38181.29
2023-11-22,2103571.17,0.00,27235.46,,999.06
2023-11-23,2050658.96,347059.69,22806.27,,1081.87
2023-11-24,1865642.29,0.00,8.06,,30297.33
2023-11-25,1850990.07,0.00,20273.35,,805.46
2023-11-26,1745720.22,0.00,18360.49,,745.01
2023-11-27,1806831.95,0.00,21888.93,,737.69
2023-11-28,1909732.62,0.00,22938.10,,39797.94
2023-11-29,2066101.52,0.00,19571.52,,750.93
2023-11-30,2025516.82,332976.51,20456.40,,805.78
2023-12-01,2076018.16,0.00,15435.43,,33236.04
2023-12-02,2069293.02,0.00,16116.48,,922.49
2023-12-03,1953079.94,0.00,11549.21,,962.45
2023-12-04,2147075.61,0.00,12332.60,,1034.49
2023-12-05,2344508.82,0.00,9305.88,,43891.24
2023-12-06,2326955.31,0.00,14457.24,,1253.13
2023-12-07,2412946.07,411770.98,14069.78,,1234.72
2023-12-08,2434799.39,0.00,13170.30,,37407.80
2023-12-09,2314077.64,0.00,12042.77,,0.00
2023-12-10,2029684.46,0.00,10780.06,,1814.32
2023-12-11,2127517.35,0.00,10834.63,,1213.61
2023-12-12,2244708.55,0.00,9435.90,,1330.29
2023-12-13,2125907.98,0.00,9147.11,,65718.10
2023-12-14,2125782.34,380318.65,9748.62,,1383.17
2023-12-15,2309721.17,0.00,17497.51,168.57,19970.03
2023-12-16,2130397.61,0.00,10255.95,156.57,1170.60
2023-12-17,2190836.13,0.00,9036.79,162.82,1234.06
2023-12-18,2006443.41,0.00,9557.07,147.95,1339.47
2023-12-19,2041044.88,0.00,13059.59,7041.80,42339.22
2023-12-20,2070694.55,0.00,12409.65,7103.51,1697.29
2023-12-21,2375824.12,401024.28,11773.50,8164.00,1584.42
2023-12-22,2123090.58,0.00,11890.58,7301.46,36558.12
2023-12-23,2080474.28,0.00,11640.66,16130.58,1847.57
2023-12-24,1940184.43,0.00,11389.89,15100.39,1216.02
2023-12-25,2070012.75,0.00,12426.90,15934.82,1118.69
2023-12-26,1851870.42,0.00,11292.43,14220.98,58335.81
2023-12-27,2094857.19,0.00,12967.04,27365.95,1456.52
2023-12-28,2305589.59,386660.02,11408.35,30107.46,2086.17
2023-12-29,2138349.76,0.00,14932.81,27902.37,43613.83
2023-12-30,1915190.40,0.00,13085.55,37547.31,2265.71
2023-12-31,1873805.17,0.00,11236.99,36694.27,2001.12
2024-01-01,1887720.07,0.00,11658.70,36978.08,1759.23
2024-01-02,1972308.62,0.00,11337.24,38652.14,54546.69
2024-01-03,1896622.84,0.00,10667.02,47243.32,1133.83
2024-01-04,3049562.79,366303.04,11629.57,76235.94,1601.49
2024-01-05,2015598.98,0.00,12271.37,50332.29,37287.22
2024-01-06,1866084.24,0.00,11934.21,46462.82,2008.13
2024-01-07,1775612.03,0.00,10597.05,44216.87,1309.69
2024-01-08,2009690.02,0.00,12047.88,50119.55,1400.73
2024-01-09,2099997.17,0.00,11407.61,52500.04,46322.91
2024-01-10,2669934.73,0.00,21555.81,78530.90,1356.67
2024-01-11,2658857.35,474921.10,22683.61,77829.35,0.00
2024-01-12,2162529.98,0.00,14607.02,63233.90,36004.27
2024-01-13,2315136.98,0.00,14615.24,67751.26,0.00
2024-01-14,2151662.88,0.00,13407.96,63015.25,0.00
2024-01-15,2182944.73,0.00,12425.37,63927.41,0.00
2024-01-16,2426223.28,0.00,13350.50,71133.23,49988.61
2024-01-17,2320547.06,0.00,10300.67,68171.91,0.00
2024-01-18,2199382.27,424029.96,10823.65,64454.83,0.00
2024-01-19,2908697.05,0.00,16296.35,85257.39,32863.23
2024-01-20,2144110.10,0.00,14636.93,62706.90,0.00
2024-01-21,2010369.45,0.00,12272.02,58771.04,0.00
2024-01-22,1899938.78,0.00,8152.83,55648.59,0.00
2024-01-23,2185210.67,0.00,13850.66,63989.94,41515.00
2024-01-24,1878570.10,0.00,8953.66,54885.20,0.00
2024-01-25,1932095.22,361530.23,13691.19,56436.95,0.00
2024-01-26,2110105.08,0.00,10160.76,61498.67,34178.08
2024-01-27,2085269.43,0.00,12353.56,60718.38,0.00
2024-01-28,1922921.71,0.00,9757.48,55924.87,0.00
2024-01-29,1911347.90,0.00,11709.57,55533.11,0.00
2024-01-30,2048049.69,0.00,12310.13,59423.23,77021.59
2024-01-31,2072489.29,0.00,9286.47,60167.75,0.00
2024-02-01,2088307.49,373706.74,13719.85,60494.81,0.00
2024-02-02,2012694.81,0.00,13530.72,58006.05,36555.73
2024-02-03,2102882.71,0.00,13927.06,60607.13,0.00
2024-02-04,1845904.50,0.00,12225.74,53281.83,0.00
2024-02-05,1831813.64,0.00,11110.22,53103.58,0.00
2024-02-06,2059960.19,0.00,11376.19,59424.76,57475.92
2024-02-07,2185055.53,0.00,11205.58,62813.41,0.00
2024-02-08,2415752.97,379650.16,12194.24,69271.97,0.00
2024-02-09,2555019.77,0.00,17192.41,72875.89,41826.37
2024-02-10,2409016.62,0.00,13852.92,68560.52,0.00
2024-02-11,2219755.04,0.00,11386.37,63040.66,0.00
2024-02-12,2355754.65,0.00,13155.95,66871.26,0.00
2024-02-13,2999882.37,0.00,12441.16,85001.19,55857.52
2024-02-14,2634423.12,0.00,17489.72,74399.74,0.00
2024-02-15,2482055.51,478960.54,11899.94,69723.59,0.00
2024-02-16,2842904.44,0.00,20735.21,79632.43,46302.80
2024-02-17,2343638.58,0.00,12078.82,65551.23,0.00
2024-02-18,2418454.92,0.00,14880.94,67661.17,0.00
2024-02-19,2590556.21,0.00,17530.01,72426.51,0.00
2024-02-20,2724137.82,0.00,14859.57,76257.12,85144.69
2024-02-21,2774189.23,0.00,16073.94,77586.70,0.00
2024-02-22,2785211.00,479880.77,12419.02,77786.84,0.00
2024-02-23,2692551.80,0.00,18509.53,75243.16,48241.27
2024-02-24,2793259.53,0.00,14373.64,78081.92,0.00
2024-02-25,2637485.00,0.00,15381.04,73734.01,0.00
2024-02-26,2797402.72,0.00,17436.89,78218.34,0.00
2024-02-27,3039389.60,0.00,21926.64,84889.82,18231.69
2024-02-28,3118797.28,0.00,16897.33,87254.17,0.00
2024-02-29,3336735.52,551850.16,16263.36,93150.35,0.00
2024-03-01,3105815.04,0.00,28162.03,86508.94,106039.02
2024-03-02,3230828.81,0.00,32722.32,89979.35,0.00
2024-03-03,3100357.91,0.00,17066.98,86462.39,0.00
2024-03-04,3400097.88,0.00,17191.06,94673.46,0.00
2024-03-05,3702676.83,0.00,20999.20,103223.64,73674.80
2024-03-06,4263267.20,0.00,23184.33,118995.67,0.00
2024-03-07,4060928.21,802350.28,19776.86,114013.53,0.00
2024-03-08,3712338.51,0.00,22372.17,103496.16,59471.94
2024-03-09,3726931.53,0.00,23520.83,103947.92,0.00
2024-03-10,3574033.67,0.00,19891.02,99615.70,0.00
2024-03-11,3946393.73,0.00,24671.91,109970.02,39613.65
2024-03-12,3940708.20,0.00,71461.28,110243.99,84161.34
2024-03-13,3939352.04,0.00,19935.67,110128.19,0.00
2024-03-14,3604171.25,691622.07,22599.62,100719.61,0.00
2024-03-15,3715545.25,0.00,19226.04,104199.57,60838.06
2024-03-16,3015952.28,0.00,16798.35,85728.18,0.00
2024-03-17,3241994.53,0.00,20082.11,91090.48,0.00
2024-03-18,2952845.84,0.00,17253.29,83159.99,0.00
2024-03-19,3349494.03,0.00,13207.11,94528.19,63635.94
2024-03-20,3211142.75,0.00,16765.06,90642.22,0.00
2024-03-21,3186300.61,543283.04,16103.85,90270.21,0.00
2024-03-22,2860540.48,0.00,15690.11,80811.42,50681.80
2024-03-23,2965492.75,0.00,17790.70,84441.51,0.00
2024-03-24,2763617.06,0.00,18186.84,78686.72,0.00
2024-03-25,2954375.44,0.00,20693.30,86004.74,0.00
2024-03-26,3311996.54,0.00,24224.60,94018.66,72116.39
2024-03-27,3029627.24,0.00,21094.96,-44912.85,0.00
2024-03-28,3023105.87,555931.77,19197.44,25461.21,0.00
2024-03-29,3081337.05,0.00,19001.12,33076.55,51631.10
2024-03-30,2907847.03,0.00,14661.68,51891.29,0.00
2024-03-31,2971063.38,0.00,14984.02,46389.02,0.00
2024-04-01,2845173.45,0.00,15964.15,43148.28,0.00