Date,Lido_Finance,Rocket_Pool,Marinade,StakeWise,Ankr,StaFi
6/12/2023,12583801974,1277154198,93819691.58,172632562.7,79734842.43,25331369.71
6/13/2023,12559398198,1277402787,94458592.68,172136674.7,79386974.95,25073469.93
6/14/2023,11952337986,1217078378,94457592.02,163783272.6,75560280.04,23678849.32
6/15/2023,12078215491,1234210695,92995534.23,165297159.5,76478816.62,23742094.76
6/16/2023,12482761333,1274346880,93550570.81,170374126.5,77754798.75,24314207.68
6/17/2023,12581966311,1284721465,96659467.31,171635409.9,78299570.05,24313268.95
6/18/2023,12545513982,1280657690,98837767.69,170922796.2,78423206.36,24042824.37
6/19/2023,12723596438,1294212435,95661221.39,172401647.4,79739139.56,24090856.69
6/20/2023,13162377025,1342950756,102629866.6,178091930,82350019.55,24713667.68
6/21/2023,13951130202,1417798862,105833403.6,188334418.4,87062464.74,25943607.84
6/22/2023,13802463175,1404731466,111875588.5,186295385,86674377.08,25462113.84
6/23/2023,14046126114,1420333271,105491216.3,188410363.9,87354214.32,25554210.37
6/24/2023,13939037572,1408078789,110957842.3,186923187.1,86698764.46,25162831.71
6/25/2023,14143342115,1426996778,106993727.1,189219266.7,87930030.04,25290799.34
6/26/2023,13842709215,1396126118,108308102.9,185030603.6,86395533.6,24555460.44
6/27/2023,14121183480,1423238175,104143230.9,188281915.6,87849471.01,25898906.96
6/28/2023,13697443422,1382752258,104433150.6,182464005.8,85094358.46,25264467.48
6/29/2023,13903348241,1400816339,102800717,184760179.2,86703307.01,25774052.14
6/30/2023,14519417836,1463927147,118020469.1,192782000.5,90908955.14,27548654.6
7/1/2023,14548177324,1458098629,121957156.9,192161494.8,90940167.78,27216040.71
7/2/2023,14679492833,1482434973,118020932.4,193383450.7,91529845.92,27704682.57
7/3/2023,14819902289,1496484981,125007056.2,195211731.7,92327083.96,28227115.54
7/4/2023,14722122592,1483441170,125341629.7,194230173,91800949.57,27850000.37
7/5/2023,14523464597,1461935916,119491855.1,191421230.5,86087820.6,27266253.81
7/6/2023,14118969760,1416748138,124920966.6,185583300.8,83377201.39,26231475.64
7/7/2023,14280952096,1429759393,130274776.2,187179788.8,84092504.23,26283268.01
7/8/2023,14261990433,1426669695,140429525.4,186842498,83859763.47,26036900.98
7/9/2023,14257014839,1428908206,142423571.4,187010865.6,83801954.78,25850279.71
7/10/2023,14395067403,1444775329,137239269,188750389.9,84577873.32,25913639.15
7/11/2023,14422544753,1448645615,138374551.8,188649155.5,85098936.96,25725354.18
7/12/2023,14376572603,1444588002,142955599.8,188073322.1,84289666.6,25459171.49
7/13/2023,15487383685,1547025740,140903260.6,201219602.2,90268174.75,27055626.89
7/14/2023,15051137531,1495744312,190618353.9,195006469.5,87282346.25,25974330.71
7/15/2023,15027049111,1497904784,176952995.3,194737417.5,87219870.64,25705731.16
7/16/2023,14977110247,1491560942,178040077.5,193834870.2,87237449.09,25410722
7/17/2023,14916734254,1484525168,179444511.4,193164877.2,86046010.11,25102599.79
7/18/2023,14790967658,1474985434,174085620.6,191681490.9,85344156.98,24717687.75
7/19/2023,14747292854,1469228848,167193045,190993692.6,84818444.28,24436439.78
7/20/2023,14798228333,1474000642,170938566.3,191508690.6,84388061.74,24320646.92
7/21/2023,14810167613,1489276709,163416108.1,191431676.7,76629579.43,24124013.31
7/22/2023,14604429417,1458245747,167558957.5,188800046,75458930.46,23601908.17
7/23/2023,14788799470,1477811880,157933713.4,191930179.1,76284889.05,23683899.58
7/24/2023,14545445830,1453551405,160355455,188314488,74791117.21,23056717.19
7/25/2023,14643886423,1458661868,143790779.8,189183706,73628989.72,22971761.52
7/26/2023,14761790705,1468977374,151234661.8,190624743.8,74135740.08,22952874.85
7/27/2023,14721839644,1459907484,160451569,189409284.9,73670668.04,22632957.4
7/28/2023,14899252267,1472753343,164378816.3,191076336.2,74346666.32,22663385.3
7/29/2023,14973174562,1478357873,162316201.6,191717211.9,74542159.32,22555334.94
7/30/2023,14840422922,1463509449,163380785.1,189803673.7,73395323.05,22153871.89
7/31/2023,14798059534,1458450172,159416756.3,189120761.5,73505892.24,21900462.96
8/1/2023,14936172065,1467113548,155668102.5,190697153.7,73701312.46,21915176.14
8/2/2023,14729778649,1443950584,156412688,187789996.9,72470604.22,21375371.03
8/3/2023,14700418857,1441041555,150308680.2,187424784.7,72290531.32,21155684.07
8/4/2023,14620605170,1433877110,146258820.3,188984920.4,71934204.52,20867142.65
8/5/2023,14746671450,1442519789,146571464.7,190018148,72264319.99,21040959.3
8/6/2023,14678203282,1434852203,146595889.8,189173614.4,71917894.25,20797829.78
8/7/2023,14674811364,1429293151,149424316,189071639.6,71673542.49,20647627.66
8/8/2023,14920988884,1447524176,150932784.6,192235919.4,72875192.52,20815805.62
8/9/2023,14955147134,1448185050,159023042.5,191920275.2,71066910.75,20609110.35
8/10/2023,14944609179,1445431309,157546457.1,191592927.2,70920137.88,20418320.67
8/11/2023,14974233648,1442408523,160502403.1,191318223.5,70754679.87,20211581.16
8/12/2023,15039146388,1445645081,160317339.1,191499169,70785543.14,20206194.93
8/13/2023,14954728031,1434204670,161449786.7,191665484.4,70352240.05,19961318.15
8/14/2023,15032647459,1440614629,157499394.2,192312766.5,70608025.29,20033281.97
8/15/2023,14939390514,1428291193,163805855.5,190681600.5,69977281.72,19858657.14
8/16/2023,14777542491,1412008012,155504095.5,188353711.8,69103264.33,19614583.39
8/17/2023,13806800189,1318865114,149714837.6,175727006,56600821.26,18113386.55
8/18/2023,13638717013,1301441703,143457829.1,173290068.8,55801051.89,17702148.6
8/19/2023,13751711110,1310282936,141554436.6,174244567.9,56084524.86,17634256.59
8/20/2023,13890645845,1322239120,144097348.4,175733622,56518651.06,17626664.42
8/21/2023,13846029804,1311081791,141853263,174154984.4,55981733.99,17306904.18
8/22/2023,13629127216,1284400123,139225777.2,170451373.1,54865839.91,16789969.41
8/23/2023,14058913033,1331623800,112405578,175296946.9,56341919,17108076.13
8/24/2023,13929773016,1321867237,118953971.4,173415041.8,55720597.42,16761615.33
8/25/2023,13868402556,1311869739,114230977.5,174562091.9,55215896.71,16477294.58
8/26/2023,13879637581,1312159989,110584611.5,174283234.9,54207486.01,16297061.25
8/27/2023,13981617360,1325255941,109442502.4,175598901.6,54572732.62,16256575.51
8/28/2023,13946198184,1322360930,111731947.1,175118399.2,54319588.96,16062520.38
8/29/2023,14742787850,1382796942,110691788.6,183018561.7,56729863.47,16628196.46
8/30/2023,14595969362,1369441100,117011902,180723356,55497000.22,16251250.02
8/31/2023,14104910900,1326524604,111695177.7,174532180.1,52578241.84,15535355.97
9/1/2023,13966441702,1313424358,105661410.2,172788467,52057003.84,15227531.8
9/2/2023,14046059546,1321064805,103275443.7,173628224.2,52169384.13,15146055.37
9/3/2023,14031987307,1321030435,103673125.5,173515005.4,52102034.41,14974271.34
9/4/2023,14019567289,1326561368,104323936.7,172995980.7,51843360.3,14774145.59
9/5/2023,14066139090,1330211120,103508940.6,173306294,51985261.82,14648280.98
9/6/2023,14066088639,1330852391,107761430.5,173380333,51398404.6,14496049.6
9/7/2023,14219274838,1335604978,103907508.5,174827049.1,51816272.4,14590404.71
9/8/2023,14141224055,1328787899,105768370.3,173816097.2,51490059.98,14504488.45
9/9/2023,14134602437,1327324774,103194363.4,173776481.5,51442145.28,14490802.67
9/10/2023,13980285748,1312957219,103225602.4,171804123,50878969.02,14330557.52
9/11/2023,13408303974,1258562496,95893699.95,164657853.8,48545609.27,13728195.88
9/12/2023,13810044863,1294511257,94898999.36,169206099.7,49848352.73,14114758.64
9/13/2023,13935798590,1305322989,96249135.19,170718783.9,50286547.54,14210643.05
9/14/2023,14115352556,1318249792,99622144.53,172808445,50846702.92,14381974.27
9/15/2023,14273093754,1331248449,100900351.7,174468902.9,51340268.68,14520921.4
9/16/2023,14212599353,1322912698,102319022.4,173820904.9,51125474.26,14460156.92
9/17/2023,14088774108,1313335171,101010303,172224189.3,50683692.91,14337109.71
9/18/2023,14275634301,1327285640,99113522.09,174059157.4,51125286.57,14283639.78
9/19/2023,14333899020,1333993306,104546072.1,174759627.3,51264964.76,14719404.42
9/20/2023,14194337741,1319810513,105939407.8,172740465.7,50646643.66,14390738.93
9/21/2023,13863204702,1289543107,107295445.3,168678763.7,49495806.09,13901645.82
9/22/2023,13936899773,1295257545,103177466.7,169665614.8,49748984.48,13832153.39
9/23/2023,13960727805,1295741849,103361209.7,169592065.2,49741448.83,13693815.37
9/24/2023,13854798377,1285735644,103553204.3,168106077.3,49312415.38,13545115.44
9/25/2023,13946669465,1295982912,101624834.1,169173636.4,49636941.37,13632708.62
9/26/2023,13966782491,1296431766,102000841.2,169424280.8,49680471.79,13649359.11
9/27/2023,14033812290,1300486661,107908576.2,170067074.2,49857490.64,13697431.52
9/28/2023,14518258618,1344429526,107811385.9,175916453.1,51587071.29,14172514.84
9/29/2023,14672579456,1355899318,111461772.1,177372014.6,52016459.45,14306148.81
9/30/2023,14784249563,1361911467,113586522.7,178190331.4,52244336.11,14369018.19
10/1/2023,15265116964,1408763603,118470515.3,184079952.1,53975457.24,14852241.14
10/2/2023,14677961714,1355245045,132239433.1,176965359.7,50428869.74,14325628.46
10/3/2023,14656872349,1351099294,130316954.1,176331565.9,50270598.2,14280685.14
10/4/2023,14595957018,1344224920,129736411.5,175627991.4,50005297.32,14204681.5
10/5/2023,14292151854,1317172540,127714109.4,171935979.6,48940486.23,13877419.79
10/6/2023,14582679014,1346212195,126316728,175369599.3,49869580.65,14157845.12
10/7/2023,14485236103,1340561133,129780867.9,174253717,49538765.11,14063195.5
10/8/2023,14470313373,1339615652,127745972.7,174048491.9,49485050.92,14047793.77
10/9/2023,14013453113,1299086815,131252922.2,168550456.7,47889800.65,13532597.85
10/10/2023,13885381825,1287921501,124436573.4,166999984.2,47432127.57,13406118.23
10/11/2023,13861505747,1287145833,124302412.7,166842704.9,47336080.57,13384501.9
10/12/2023,13631834716,1261065004,122871201.1,164143974.8,46547671.13,13160405.17
10/13/2023,13760434223,1272551770,119932507.8,165671574,46946890.99,13282871.8
10/14/2023,13791147108,1281343359,122487462.2,166053605.3,47556073.7,13196153.6
10/15/2023,13804651920,1282655822,120587474.7,166235887.6,47643288.51,13208899.43
10/16/2023,14205866549,1318494966,122783940.4,170630998.6,48898105.94,13425487.16
10/17/2023,13887189087,1289489779,133915106.2,166882894.2,47768869.83,13124027.72
10/18/2023,13873101224,1289407017,133703476.9,166719417.6,47729510.28,13113005.29
10/19/2023,13919548876,1293053609,131315450.6,167833829.7,47906308.04,13011397.59
10/20/2023,14256332240,1321646155,140003869.3,171892299,49077302.53,13324966.75
10/21/2023,14470131225,1339994988,224212469.4,174407908.9,49786998.63,13506693.83
10/22/2023,14749773676,1362054647,244897692.9,177894165.7,50668095.56,13611566.24
10/23/2023,15632395543,1449464921,240911882.2,189043544.1,53867315.84,14468722.15
10/24/2023,15726591296,1464990376,266342572.8,190858739.5,54456365.11,14625978.96
10/25/2023,15740366227,1463122293,253709019.5,191240332,54508814.42,14473542.36
10/26/2023,15931679522,1477221262,274219326.9,192951630.1,55036908.81,14614154.39
10/27/2023,15730325060,1459971565,275091665.8,190599830.4,81063872.79,14316929.21
10/28/2023,15698987957,1456848509,270300162.3,190501716.7,54267858.03,14283515.33
10/29/2023,15890058388,1474089590,268174630.2,192784992.6,54891851.94,14453117.82
10/30/2023,16020814015,1467140381,277221441.9,194559954.5,55334582.84,14545093.1
10/31/2023,16078521016,1473302436,317459683.6,194152498,55488178.15,14583734.23
11/1/2023,16365031442,1500748152,332153984.2,197421724.1,56474295.71,14843126.34
11/2/2023,15978623608,1464092459,365287345.5,192750009.8,54083054.01,14476593.53
11/3/2023,16232455676,1492241564,354175130,196206154.5,54997825.92,14721313.47
11/4/2023,16546111245,1520546754,370675722.6,199048135.5,55796045.91,14790741.58
11/5/2023,16957615637,1551957462,368171085,202738347,56945471.65,14914076.9
11/6/2023,17036484589,1553710569,356107993.8,203490502.2,56988323.93,14929756.83
11/7/2023,16965782442,1544353478,369471321.6,203715630,56610160.98,14831727.77
11/8/2023,17037183981,1550920258,384011707.5,204207249.6,56762442.65,14707025.69
11/9/2023,19096168586,1740458503,387457356.6,228583175.4,63481221.67,16275188.25
11/10/2023,18762782014,1708785428,414312182.7,224472199.2,62376165.56,15993339.68
11/11/2023,18488908317,1678661869,515647648.3,221107454.8,61481415.09,15664901.91
11/12/2023,18417413949,1671987397,521337908.8,220440248.6,61034132.22,15591638.9
11/13/2023,18551031507,1688111724,512907564.5,222552041.8,61491751.27,15515743.2
11/14/2023,17878339076,1640401905,486775819,215613828.1,59219817.88,14760408.9
11/15/2023,18522889883,1703221664,521163266.4,221721918.8,51748484.51,15132671.98
11/16/2023,17623618716,1625374677,598119679.7,211813230.2,51324347.28,14243400.35
11/17/2023,17662852393,1626206201,528568776.4,211903499.1,49090821.99,14051330.13
11/18/2023,17692868948,1629179563,535282070.9,213335985.6,49120809.16,13884101.74
11/19/2023,18159880877,1669164067,532652760,218320267.9,50247267,14212804.17
11/20/2023,18335403885,1683397582,554999100,220669272.1,50468038.77,14142754.34
11/21/2023,17599567970,1613145046,523950102.2,212218202.9,48342428.72,13546803.1
11/22/2023,18928081411,1718238654,485565826.3,226188265.8,51413417.2,14240909.53
11/23/2023,19001623643,1715452078,536302394.8,226240478.8,51311056.5,14212342.61
11/24/2023,19185767776,1731617136,529050678.2,228300697.8,51713017.29,14324768.88
11/25/2023,19113631623,1722924457,533362362.6,227111022.5,51362525.67,14232077.31
11/26/2023,19122888616,1722253983,550428166.5,226978556.5,51305896.23,14230907.25
11/27/2023,18766675318,1687591847,544308345.4,222400056.7,50282234.75,13930253.86
11/28/2023,18999742756,1708603710,521943542.9,217909609.8,50676676.96,14098286.27
11/29/2023,18853598092,1692980796,556493642.1,212046906.2,50214560.69,13969376.15
11/30/2023,19113767280,1710283986,569398747,212653264.3,50805277.03,14122444.14
12/1/2023,19476920420,1740467350,567959426,216739929.4,51694506.05,14370575.93
12/2/2023,20179282081,1804027486,577873348.3,224636789.4,53523684.28,14893659.94
12/3/2023,20492693952,1831029609,618422963.3,227718034.4,54271336.67,15108465.14
12/4/2023,20906761636,1866973266,613421224.7,231716255.3,55315983.79,15403276.15
12/5/2023,21350800413,1908156488,601256489.5,236372534.1,56557478.94,15751512.69
12/6/2023,20764899510,1855460654,606016345.1,237126568.8,55190106.74,15163377.89
12/7/2023,21828098257,1956797056,613027067.3,252350358.8,58060708.15,15800285.99
12/8/2023,21883406648,1961857313,686941397.5,237403701.7,58177566.73,15825673.86
12/9/2023,21674997406,1948587346,774524591.7,235849938,57658972.77,15462286.6
12/10/2023,21822252334,1963850476,752544061.9,237568783.6,58048792.73,15347459.83
12/11/2023,20594754888,1853285202,788463502.9,224213521.7,54791839.02,14279292.99
12/12/2023,20408391302,1836371517,756126845.8,222249515.3,54259403.08,14408834.84
12/13/2023,20996924031,1888066986,736340827.9,228385097.9,55813972.38,14425189.02
12/14/2023,21483701280,1938473656,767442802.5,233296093.7,57112740,14544770.45
12/15/2023,20579655615,1864710759,818004170.9,223380018.2,54713054.78,13728934.64
12/16/2023,20592649735,1869998509,791041925.7,217402527.5,54873889.19,13767865.71
12/17/2023,20271586454,1864686779,790374799.3,215079449,54313925.04,13422034.35
12/18/2023,20375946885,1873692974,767906698.3,227550032.6,54614485.31,13284431.88
12/19/2023,20023753500,1840368966,796224103.8,212907316.1,53693149.97,13260986.16
12/20/2023,20192579435,1854988922,789135322.1,213549843.5,54041178.13,12965512.65
12/21/2023,20593735465,1892053298,887725315.3,218704171.5,55310121.35,13013002.79
12/22/2023,21393212768,1965286333,1025369823,227268444.4,57386886.08,13302225.29
12/23/2023,21243823740,1954486336,1058009129,222434744.1,56403678.44,12994879.31
12/24/2023,20724445332,1935919502,1179412302,218057324.2,55328928.47,12532692.31
12/25/2023,20801902991,1949073704,1215085153,218970592.4,54309584.63,12588174.9
12/26/2023,20373974519,1912081927,1302391340,214487720.2,52954716.16,12123246.24
12/27/2023,21858827945,2041128218,1191181696,229020554.9,56407289.15,12715135.76
12/28/2023,21614371351,2012775995,1159130332,225717900.1,55683442.31,12332559.13
12/29/2023,21122585308,1966589009,1078405966,221194066.5,54446788.82,11839565.22
12/30/2023,21243184213,1967691940,1167149650,221529522.6,54354278.2,11630334.17
12/31/2023,21118537151,1948724763,1132412675,221105807.1,53995685.61,11340934.38
1/1/2024,21794799689,2015663260,1134758604,228004841.2,55564266.49,11476255.09
1/2/2024,21856188983,2021744506,1219336344,228968985.8,55788781.87,11471100.86
1/3/2024,20531852763,1890594244,1169151285,214013134.1,52214367.99,10526443.13
1/4/2024,21133587468,1945468866,1086771507,221162422.1,53768434.74,10627696.7
1/5/2024,21089955851,1935506272,1113721883,220278320.2,53582199.65,10597841.82
1/6/2024,20836246176,1913021727,1059289485,217502152.3,52928196.66,10056929.21
1/7/2024,20652585129,1896050263,1018232970,215275380.9,52463904.69,9946262.26
1/8/2024,21715524411,1995604535,957332023.2,226079308.2,55172269.55,10241610.13
1/9/2024,21745740281,2010778013,1032608330,226589549.2,55544598.23,10055241.08
1/10/2024,24147835262,2220824815,1052475163,250017172.1,61321384.18,11105616.22
1/11/2024,24537975822,2251813305,1078211382,253445662.1,62160400.06,10799425.84
1/12/2024,23566019299,2168511013,1051153331,243647346,59722465.44,10370946.78
1/13/2024,24128243694,2219443726,960172634.3,249639749.3,61106553.25,10461640.45
1/14/2024,23183958414,2132724153,992657460.7,240597600.9,58809011.4,10052502.8
1/15/2024,23531486007,2180072346,996189566.9,243584272.6,59688918.78,9926357.44
1/16/2024,24240985194,2245624255,987600109.2,250424132.8,61203431.63,10261623.17
1/17/2024,23588004377,2190150704,1035918279,245210929.1,59692203.81,10017133.52
1/18/2024,23049508562,2136636540,1061561655,239155364.9,58275545.03,9774899.19
1/19/2024,23288275330,2147683540,983320451.8,241208530.8,58819899.43,9635371.42
1/20/2024,23136467326,2129518931,967459199.1,239644099.7,58133878.36,9565219.7
1/21/2024,23018170433,2115773527,959351875.4,239004617.3,57833175.5,9287810.54
1/22/2024,21689462194,1993715315,946911268.8,225359576.8,54445021.62,8550948.47
1/23/2024,20961024752,1928099038,875507920.7,217888652.7,51686953.88,8073597.41
1/24/2024,20972997692,1927155003,882477944.4,217330480.7,51629423.12,7859328.93
1/25/2024,20822549231,1912543968,932816285.4,216063427.2,51233003.27,7735369.2
1/26/2024,21330294849,1952499835,909882183.3,221394548.9,52349249.33,7902839.05
1/27/2024,21354875846,1953194743,969337049.5,221208671.9,52351545.12,7902716.31
1/28/2024,21271378623,1942008330,981442352,220077248.7,52069067.01,7866510.29
1/29/2024,21829897329,1990980991,1004321658,226067226.1,52374828.42,8016958.96
1/30/2024,22140334125,2016072139,1064340785,229850285.4,53083481.63,8125237.97
1/31/2024,21571737364,1963274675,1057374342,223000186,51614130.15,7911863.45
2/1/2024,21778520053,1976959498,1011190187,224437085.2,51994221.85,7969679.78
2/2/2024,21951752196,1984756463,1041217455,224999932.3,52146850.67,7994568.61
2/3/2024,21862684677,1977308080,1064604216,224349609.8,51915187.86,7962198.96
2/4/2024,21789011150,1970955563,1020166729,223897506.5,51736424.52,7686306.31
2/5/2024,21864269752,1977519102,993825617.8,225714027.3,51924739.19,7594668.07
2/6/2024,22648235993,2045758877,1005236501,236522279.9,53800615.16,7859371.19
2/7/2024,23162711723,2086961621,1021325244,241326902.7,54958104.7,8019153.61
2/8/2024,23249088281,2089590739,1073062716,241580228.1,54410349.43,8030151.52
2/9/2024,24035049657,2147593133,1093374328,245161299.5,55956838.08,8255199.03
2/10/2024,24149911472,2153244532,1143044861,245640328.7,56121399.52,8275691.62
2/11/2024,24265906586,2160122839,1158646183,246976977.6,56287662.35,8416481.78
2/12/2024,25635968871,2278611572,1158323858,261509381.1,59411503.79,8642299.93
2/13/2024,25627558427,2269710906,1222006945,261757609,59213128.89,8375662.46
2/14/2024,26991106896,2384381970,1201742946,274572197.4,62180013.47,8746210
2/15/2024,27607913545,2430401733,1257287490,278675556.9,63138973.85,8647973.19
2/16/2024,27476003428,2410620681,1264242609,276749055.5,62594858.21,8523196.83
2/17/2024,27335326984,2399275813,1237119409,273206251,62229048.26,8373458.24
2/18/2024,28213372554,2480230475,1222986566,283576426.5,64229021.45,8641871.97
2/19/2024,28962006738,2542020682,1257537033,290537663.5,65756809.83,8862423.8
2/20/2024,29598414913,2594996134,1249418259,297331368.4,66991702.04,9053831.8
2/21/2024,29210363352,2543230331,1209246688,293525868.8,66017885.39,8935909.13
2/22/2024,29318613006,2542597008,1167666692,294231109.4,66163903.12,8794431.28
2/23/2024,28790921648,2489386671,1143918981,289358337.3,63819876.73,8637570.92
2/24/2024,29423380914,2543022444,1121533334,296488811.8,65216007.25,8827987.73
2/25/2024,30596048650,2641978270,1155398795,309428463.4,67813609.22,9179793.43
2/26/2024,31321100370,2704556592,1155677622,316485013.3,69395119.55,9396520.13
2/27/2024,31963928530,2753859264,1229265942,322748265.7,70803817.44,9580072.88
2/28/2024,33249242053,2865449714,1212633662,336620331.6,73703570.23,9963344.05
2/29/2024,32935455718,2828434916,1331727715,333115918.7,72865458.91,9772441.74
3/1/2024,33977789353,2907502715,1387976223,343357529.5,74977201.08,10063876.81
3/2/2024,33785761655,2889304078,1349241969,341195538.8,74527479.36,10005808.19
3/3/2024,34384876428,2938113607,1340945449,346788149.8,75740557.43,10184093.56
3/4/2024,35980780656,3071926508,1386799933,328500501.2,78922401.01,10649126.89
3/5/2024,35262267910,3010433320,1381659235,321892924.2,77323042.72,10423233.92
3/6/2024,37722163286,3221639154,1316646927,343825306.6,82560386.98,11159584
3/7/2024,38222293937,3261741701,1350889597,348316784.9,83422659.38,11291641.15
3/8/2024,38470365703,3268773187,1426007238,350408463.4,83955838.84,11358247.1
3/9/2024,38658897804,3274982192,1430822279,352140885.6,84371312.82,11414187.66
3/10/2024,38357885846,3239172035,1434074877,349047702.6,83611779.51,11313598.41
3/11/2024,40183808002,3379623909,1407683191,367096789.3,87599605.38,11853657.03
3/12/2024,39277416497,3300844915,1460770916,358856885.7,85557451.56,11583776.67
3/13/2024,39598532487,3326131503,1553995471,361724821.7,86281783.76,11675662.9
3/14/2024,38381760969,3225155939,1699758468,350073854.8,83481724.33,11317286.99
3/15/2024,36963591434,3106649536,1851445049,336762146.8,80431907.82,10921097.46
3/16/2024,34561876546,2922940213,1903476889,317033982.4,75723054.96,10203568.53
3/17/2024,35769313123,3018317553,1939913057,328340891.4,78358921.54,10477055.16
3/18/2024,34593892633,2918095487,2079393659,317739004.6,75793354.12,9996474.51
3/19/2024,31075371009,2618908101,2014478474,285439175.5,68060566.62,8979532.88
3/20/2024,34491876238,2903332611,1773781910,316113279.7,75553627.16,9968626.68
3/21/2024,34269663454,2879690922,1908776012,314066695.6,75049777.97,9904713.61
3/22/2024,32623175760,2740123294,1771572738,299000852.9,71354451,9330732.94
3/23/2024,32759731237,2754630878,1730118396,300574008.2,71543362.65,9380134.51
3/24/2024,33828964124,2839747135,1765944292,310813675.2,73945391.61,9696310.82
3/25/2024,34976210880,2952660487,1848666257,353711366.3,76932005.27,9996968.97
3/26/2024,34904788085,2934771007,1925942356,352915414.8,76685937.25,9976051.97
3/27/2024,34044783484,2857172054,1913946032,344496696.1,74443275.83,9730927.65
3/28/2024,34700820225,2908625947,1873287266,351261810.3,75868361.27,9919381.7
3/29/2024,34194670821,2863728296,1930386205,346230133.7,74708622.36,9727713.39
3/30/2024,34137760988,2858028940,1957994982,344793467.2,74577736.57,9640622.26
3/31/2024,35427735277,2965327752,1996874936,357083340.9,77402094.99,10005704.91
4/1/2024,33966638928,2860751516,2041421011,344117511.9,72172821.31,9636552.83
