Date,Synthetix (#),Kwenta (#),dYdX (#),Thales (#),Perpetual Protocol (#),Opyn (#),Drift Protocol (#),Pendle (#),Premia (#),Voltz (#),Dopex (#),GMX (#),Lyra (#),Deri Protocol (#),Bluefin (#),HMX (#),ApeX Protocol (#),Orderly Network (#),Vertex (#),Hyperliquid (#)
11/3/2021,28,10,5,8,13,4,6,4,6,3,5,2,2,3,,,4,,,
11/4/2021,27,10,5,8,13,4,6,4,6,3,5,2,2,3,,,4,,,
11/5/2021,27,10,5,8,13,3,6,4,6,3,6,2,2,3,,,4,,,
11/6/2021,28,10,5,8,13,3,6,4,6,3,6,2,2,3,,,4,,,
11/7/2021,29,10,5,8,13,3,6,3,6,3,6,2,2,3,,,4,,,
11/8/2021,30,10,5,8,13,3,6,3,6,3,6,3,2,3,,,4,,,
11/9/2021,30,10,6,8,13,3,6,3,6,3,6,3,2,3,,,4,,,
11/10/2021,30,10,6,8,13,3,6,3,6,3,6,3,2,3,,,4,,,
11/11/2021,29,10,6,8,13,3,6,3,6,3,5,3,2,3,,,4,,,
11/12/2021,29,10,6,8,13,3,6,3,7,3,5,3,2,3,,,4,,,
11/13/2021,29,10,6,8,13,3,5,3,7,3,5,3,2,3,,,4,,,
11/14/2021,29,9,6,8,13,3,4,3,7,3,5,3,2,3,,,4,,,
11/15/2021,29,9,6,8,13,3,4,3,7,3,5,3,2,3,,,4,,,
11/16/2021,29,9,6,8,13,3,4,3,7,3,5,3,2,3,,,4,,,
11/17/2021,28,9,6,9,13,3,4,3,7,3,5,3,2,3,,,4,,,
11/18/2021,28,9,6,10,13,3,4,3,7,3,5,3,2,3,,,4,,,
11/19/2021,28,9,6,10,13,3,4,4,7,3,5,3,2,3,,,4,,,
11/20/2021,28,8,6,10,13,3,4,4,7,3,5,3,2,3,,,4,,,
11/21/2021,28,8,5,10,12,2,4,5,7,3,5,3,2,3,,,4,,,
11/22/2021,27,8,5,11,12,2,4,5,7,2,5,3,2,3,,,4,,,
11/23/2021,27,8,6,11,12,2,4,5,7,2,5,3,2,3,,,4,,,
11/24/2021,28,8,6,11,11,2,4,5,8,2,5,3,2,3,,,4,,,
11/25/2021,29,8,5,11,10,2,5,5,6,2,5,3,2,3,,,4,,,
11/26/2021,28,8,5,10,10,2,5,5,6,2,5,3,2,3,,,4,,,
11/27/2021,27,8,4,10,10,2,5,5,5,2,5,3,2,3,,,4,,,
11/28/2021,27,7,4,10,10,2,5,5,5,2,5,3,2,3,,,3,,,
11/29/2021,27,7,4,11,10,2,5,5,6,2,5,3,2,3,,,3,,,
11/30/2021,29,8,4,11,9,3,6,5,6,2,5,3,2,3,,,3,,,
12/1/2021,29,7,4,11,9,2,6,5,5,2,5,3,2,2,,,3,,,
12/2/2021,29,7,4,11,9,2,6,5,5,2,5,3,2,3,,,3,,,
12/3/2021,29,6,4,11,9,2,6,5,5,2,4,3,2,3,,,3,,,
12/4/2021,29,6,4,11,9,2,6,5,5,3,4,3,2,3,,,3,,,
12/5/2021,29,6,4,11,10,2,6,5,5,3,4,3,2,3,,,3,,,
12/6/2021,28,6,5,11,10,2,6,5,5,3,4,4,2,3,,,3,,,
12/7/2021,27,8,5,11,10,2,6,5,5,3,4,4,2,3,,,3,,,
12/8/2021,28,8,5,11,10,2,6,5,5,3,4,4,2,4,,,3,,,
12/9/2021,28,8,6,11,10,2,6,5,5,3,5,4,2,4,,,3,,,
12/10/2021,29,8,6,11,10,2,6,5,5,3,5,4,2,4,,,3,,,
12/11/2021,30,9,6,11,10,2,6,5,5,3,5,4,2,4,,,3,,,
12/12/2021,30,9,6,11,10,2,6,5,4,3,5,4,2,4,,,3,,,
12/13/2021,30,10,6,12,10,2,7,6,4,4,5,4,2,4,,,3,,,
12/14/2021,30,10,6,12,10,2,7,6,4,4,5,4,2,4,,,3,,,
12/15/2021,30,10,6,12,10,2,7,6,4,4,5,4,2,4,,,3,,,
12/16/2021,29,12,6,13,10,2,7,6,4,4,5,4,2,4,,,3,,,
12/17/2021,29,12,6,13,10,1,7,5,4,4,5,4,2,4,,,3,,,
12/18/2021,28,12,6,12,10,1,7,5,4,4,5,4,2,4,,,3,,,
12/19/2021,28,12,6,12,10,1,7,4,4,4,5,4,2,4,,,3,,,
12/20/2021,28,12,6,13,9,1,7,4,4,4,5,4,2,4,,,3,,,
12/21/2021,29,12,6,13,9,1,7,4,4,4,5,4,2,4,,,3,,,
12/22/2021,29,12,6,12,9,1,7,4,4,4,5,4,2,4,,,3,,,
12/23/2021,28,12,5,12,8,1,7,4,4,4,5,4,2,4,,,3,,,
12/24/2021,28,12,5,12,7,2,7,4,4,4,5,4,2,4,,,3,,,
12/25/2021,28,12,5,12,7,2,6,5,4,4,5,4,2,4,,,3,,,
12/26/2021,28,12,5,12,7,2,6,5,4,4,5,4,2,4,,,3,,,
12/27/2021,28,12,5,12,7,2,6,5,5,4,5,4,2,4,,,3,,,
12/28/2021,28,12,5,12,7,2,6,5,5,4,5,4,2,5,,,3,,,
12/29/2021,29,12,5,13,8,2,6,5,4,4,5,4,2,5,,,3,,,
12/30/2021,27,12,5,13,8,1,5,5,4,4,5,4,2,5,,,3,,,
12/31/2021,27,12,5,13,8,1,5,5,4,4,5,4,2,5,,,3,,,
1/1/2022,26,12,5,14,8,1,5,5,4,4,5,4,2,5,,,3,,,
1/2/2022,25,12,5,14,8,1,5,5,3,4,5,4,2,5,,,3,,,
1/3/2022,25,13,5,14,8,2,5,5,4,4,5,4,2,5,,,3,,,
1/4/2022,25,13,5,14,8,2,5,5,4,5,5,3,2,5,,,3,,,
1/5/2022,25,13,5,14,8,2,5,5,5,5,5,3,2,5,,,3,,,
1/6/2022,25,12,5,14,8,2,5,5,5,6,6,3,2,5,,,3,,,
1/7/2022,24,12,5,14,8,2,5,5,5,6,6,3,2,5,,,3,,,
1/8/2022,24,12,3,14,8,3,5,5,6,6,6,3,2,5,,,3,,,
1/9/2022,24,12,3,14,8,3,5,5,6,6,6,3,2,5,,,3,,,
1/10/2022,23,12,3,14,9,3,5,5,6,6,6,3,1,5,,,3,,,
1/11/2022,23,11,3,14,10,6,5,5,6,6,6,3,1,5,,,3,,,
1/12/2022,24,10,3,14,10,9,5,5,6,6,6,3,1,5,,,3,,,
1/13/2022,24,10,3,14,10,9,5,5,6,5,6,3,1,5,,,3,,,
1/14/2022,25,9,2,14,10,9,5,5,6,5,6,3,1,6,,,3,,,
1/15/2022,22,8,2,14,10,9,5,5,6,5,6,3,1,6,,,3,,,
1/16/2022,22,8,2,14,10,10,5,5,6,5,6,3,1,6,,,3,,,
1/17/2022,23,8,2,14,10,10,5,5,6,5,6,3,1,6,,,3,,,
1/18/2022,23,9,2,14,10,10,5,5,6,5,6,3,1,6,,,3,,,
1/19/2022,23,9,2,14,10,11,5,5,6,5,6,3,1,6,,,3,,,
1/20/2022,22,8,2,14,10,12,6,5,6,5,6,3,1,6,,,3,,,
1/21/2022,23,8,2,14,11,13,6,6,6,5,6,3,1,6,,,3,,,
1/22/2022,23,8,2,14,11,13,5,6,6,5,6,3,1,6,,,3,,,
1/23/2022,24,8,2,15,11,12,6,6,6,5,6,3,1,6,,,3,,,
1/24/2022,25,8,2,15,11,12,7,6,6,5,6,3,1,6,,,3,,,
1/25/2022,26,9,2,15,11,12,7,6,6,5,6,3,1,6,,,3,,,
1/26/2022,26,9,2,15,11,12,7,6,5,5,6,3,1,6,,,3,,,
1/27/2022,26,10,2,15,11,12,8,6,5,5,6,4,1,5,,,3,,,
1/28/2022,25,11,2,13,11,12,9,6,5,5,6,4,1,5,,,3,,,
1/29/2022,25,11,2,13,11,12,9,6,5,5,6,5,1,5,,,3,,,
1/30/2022,25,12,2,13,11,12,9,6,5,5,6,5,1,5,,,3,,,
1/31/2022,25,13,2,12,11,12,9,6,5,4,6,5,1,5,,,3,,,
2/1/2022,27,13,2,12,11,12,9,6,5,4,6,5,2,5,,,3,,,
2/2/2022,27,13,2,12,11,12,9,6,5,4,6,5,2,5,,,3,,,
2/3/2022,27,14,2,12,10,12,10,6,5,4,6,5,2,5,,,3,,,
2/4/2022,27,14,2,12,9,12,12,6,4,4,6,6,2,5,,,3,,,
2/5/2022,27,14,2,12,9,12,12,6,4,4,6,6,2,5,,,3,,,
2/6/2022,27,14,2,12,9,12,12,6,3,4,6,6,2,5,,,3,,,
2/7/2022,29,14,2,12,9,12,12,6,2,4,6,6,2,5,,,3,,,
2/8/2022,29,14,2,12,9,12,12,6,2,4,6,6,2,5,,,3,,,
2/9/2022,29,14,2,12,9,12,12,6,2,4,6,6,2,4,,,3,,,
2/10/2022,29,14,3,12,8,12,12,6,2,4,6,6,2,4,,,3,,,
2/11/2022,28,14,3,12,8,11,12,6,2,4,6,6,2,4,,,3,,,
2/12/2022,27,14,4,12,8,11,12,6,2,4,5,6,2,4,,,3,,,
2/13/2022,26,13,4,12,7,11,12,6,2,4,5,6,2,4,,,3,,,
2/14/2022,26,13,4,12,7,11,12,6,2,5,5,6,2,4,,,3,,,
2/15/2022,27,14,4,12,8,10,12,6,2,5,5,6,2,6,,,3,,,
2/16/2022,26,15,4,12,9,10,12,6,2,5,6,6,2,8,,,3,,,
2/17/2022,26,16,4,12,9,11,12,6,2,5,6,6,2,8,,,3,,,
2/18/2022,27,16,5,12,9,10,12,6,2,5,6,6,2,8,,,3,,,
2/19/2022,27,16,5,12,9,10,12,6,2,5,6,6,2,8,,,3,,,
2/20/2022,27,16,5,12,8,9,12,5,2,5,6,6,3,8,,,3,,,
2/21/2022,27,16,5,12,8,10,12,5,2,5,6,6,3,8,,,3,,,
2/22/2022,26,16,5,11,8,10,12,5,2,5,6,6,3,8,,,3,,,
2/23/2022,26,16,5,11,7,11,11,4,2,5,6,6,3,8,,,3,,,
2/24/2022,25,16,5,11,7,11,11,4,3,6,6,6,3,8,,,3,,,
2/25/2022,26,17,5,11,7,11,11,4,3,6,6,6,3,8,,,3,,,
2/26/2022,26,17,5,11,7,11,10,4,3,6,6,6,3,8,,,3,,,
2/27/2022,26,17,5,11,7,11,10,4,3,6,6,6,3,8,,,4,,,
2/28/2022,26,17,5,11,6,11,10,4,3,6,6,5,3,8,,,4,,,
3/1/2022,26,16,5,11,6,11,10,4,4,6,6,5,3,8,,,4,,,
3/2/2022,26,16,5,11,6,11,9,4,4,6,6,5,3,8,,,5,,,
3/3/2022,26,16,5,11,6,12,9,4,4,6,6,5,3,8,,,5,,,
3/4/2022,25,16,5,11,6,12,9,4,4,6,6,5,3,8,,,5,,,
3/5/2022,25,16,3,11,6,12,9,4,4,6,7,5,3,8,,,5,,,
3/6/2022,24,16,3,11,6,11,8,4,4,6,7,5,3,8,,,5,,,
3/7/2022,25,16,3,11,6,11,8,5,4,6,7,5,3,8,,,5,,,
3/8/2022,25,16,3,12,6,12,8,5,4,6,7,5,3,8,,,5,,,
3/9/2022,24,17,3,12,6,12,8,5,4,6,7,5,3,8,,,5,,,
3/10/2022,24,17,4,13,9,11,7,5,4,6,7,5,3,8,,,5,,,
3/11/2022,24,17,4,13,10,10,7,5,4,6,6,5,3,8,,,5,,,
3/12/2022,24,16,4,13,10,10,7,5,4,6,6,5,3,8,,,5,,,
3/13/2022,24,16,3,13,10,10,8,5,4,6,6,5,3,8,,,5,,,
3/14/2022,24,15,3,12,11,10,8,5,4,6,6,5,3,8,,,5,,,
3/15/2022,24,15,3,12,11,11,8,5,4,6,6,5,3,8,,,5,,,
3/16/2022,24,15,4,12,11,11,8,5,4,6,6,5,3,8,,,5,,,
3/17/2022,22,15,4,12,14,11,8,5,4,6,5,5,3,8,,,5,,,
3/18/2022,22,15,4,12,14,11,8,5,4,6,4,5,3,7,,,5,,,
3/19/2022,22,15,4,11,14,11,8,5,4,6,4,5,3,7,,,5,,,
3/20/2022,21,15,4,11,14,12,8,5,4,6,4,5,3,5,,,5,,,
3/21/2022,22,15,4,12,15,12,8,5,4,6,4,5,3,5,,,5,,,
3/22/2022,23,15,4,12,15,12,8,5,4,6,4,5,3,5,,,5,,,
3/23/2022,24,15,4,12,15,12,8,5,5,6,4,5,2,6,,,5,,,
3/24/2022,24,15,5,12,15,12,8,5,5,6,4,5,2,6,,,5,,,
3/25/2022,23,15,5,12,15,12,8,5,5,6,4,5,2,6,,,5,,,
3/26/2022,23,15,5,12,15,12,8,5,5,6,4,5,2,6,,,5,,,
3/27/2022,25,15,5,12,15,12,8,5,5,6,5,5,2,6,,,5,,,
3/28/2022,25,15,5,12,16,12,8,5,5,6,5,5,2,5,,,5,,,
3/29/2022,27,16,5,12,17,12,7,5,5,6,5,5,2,5,,,4,,,
3/30/2022,28,16,5,12,18,12,7,6,5,6,5,5,2,5,,,4,,,
3/31/2022,28,16,5,12,18,12,8,6,4,6,5,5,2,5,,,5,,,
4/1/2022,28,16,5,12,18,9,7,6,4,6,5,5,2,5,,,4,,,
4/2/2022,28,16,5,12,18,8,7,6,4,5,5,5,2,5,,,4,,,
4/3/2022,27,14,5,12,18,8,7,6,4,6,5,5,2,5,,,4,,,
4/4/2022,27,16,5,12,18,8,8,6,4,6,5,5,2,5,,,4,,,
4/5/2022,27,17,5,12,18,8,8,6,4,6,5,6,2,5,,,4,,,
4/6/2022,27,17,5,12,17,8,8,5,4,6,5,6,2,5,,,4,,,
4/7/2022,27,19,5,11,17,8,7,5,4,6,5,6,2,5,,,4,,,
4/8/2022,27,20,5,11,17,8,7,5,4,6,5,6,2,6,,,4,,,
4/9/2022,28,20,3,11,17,8,6,5,4,6,5,6,2,6,,,4,,,
4/10/2022,28,20,3,11,15,8,6,5,4,6,5,6,2,6,,,4,,,
4/11/2022,29,20,3,11,15,8,6,5,4,6,5,6,2,6,,,4,,,
4/12/2022,29,20,4,11,16,8,7,6,4,6,5,6,2,6,,,5,,,
4/13/2022,29,22,6,12,17,9,9,7,4,6,5,6,2,6,,,5,,,
4/14/2022,28,23,7,12,19,8,9,7,4,7,6,6,2,6,,,5,,,
4/15/2022,29,23,8,12,19,8,10,7,4,8,7,6,2,6,,,5,,,
4/16/2022,29,22,8,13,18,8,10,7,4,8,7,5,2,6,,,5,,,
4/17/2022,28,22,8,13,18,8,11,7,4,8,7,5,2,6,,,5,,,
4/18/2022,28,22,8,13,17,8,11,7,4,8,6,5,2,6,,,5,,,
4/19/2022,28,24,8,13,17,8,11,7,4,8,6,5,2,6,,,5,,,
4/20/2022,27,24,8,13,18,8,11,8,4,8,6,5,2,6,,,5,,,
4/21/2022,28,24,8,13,18,8,11,8,4,8,6,5,2,6,,,5,,,
4/22/2022,27,24,8,13,17,8,11,8,3,7,6,5,2,5,,,5,,,
4/23/2022,27,24,8,13,16,8,11,8,3,7,6,5,2,5,,,5,,,
4/24/2022,27,24,6,13,16,8,11,8,3,7,6,5,2,5,,,5,,,
4/25/2022,26,25,7,13,16,9,11,8,3,7,6,5,2,5,,,6,,,
4/26/2022,25,25,7,13,16,8,11,8,3,7,6,5,2,5,,,6,,,
4/27/2022,25,25,7,13,14,8,11,8,3,7,6,5,2,5,,,6,,,
4/28/2022,23,25,7,13,14,9,11,8,3,7,7,5,2,5,,,6,,,
4/29/2022,21,25,7,13,14,9,11,8,3,7,7,5,2,5,,,6,,,
4/30/2022,21,25,7,13,14,9,10,8,3,7,7,5,2,5,,,6,,,
5/1/2022,21,25,7,13,13,9,10,8,3,7,7,5,2,5,,,5,,,
5/2/2022,21,25,7,13,13,9,10,8,3,7,7,5,2,5,,,5,,,
5/3/2022,23,25,7,13,13,9,10,8,3,6,7,5,2,5,,,5,,,
5/4/2022,23,25,8,13,14,9,9,8,4,6,7,5,4,5,,,5,,,
5/5/2022,24,25,8,13,15,10,9,8,4,6,7,4,5,5,,,5,,,
5/6/2022,24,25,8,13,16,11,10,8,4,6,7,4,6,5,,,5,,,
5/7/2022,24,23,8,13,16,12,10,8,4,6,7,4,6,5,,,5,,,
5/8/2022,23,23,8,13,16,13,10,8,4,6,7,4,6,5,,,5,,,
5/9/2022,24,23,8,13,16,14,11,8,4,5,7,4,6,5,,,5,,,
5/10/2022,24,23,8,13,16,16,11,8,4,5,7,4,6,5,,,5,,,
5/11/2022,24,23,8,13,16,16,11,8,4,5,7,4,6,5,,,4,,,
5/12/2022,24,23,7,13,15,16,10,7,4,5,7,4,6,5,,,4,,,
5/13/2022,24,22,8,14,16,16,9,7,4,5,7,4,6,4,1,,5,,,
5/14/2022,23,22,7,14,16,16,9,7,4,4,6,4,6,4,1,,5,,,
5/15/2022,23,21,7,14,16,16,8,7,4,4,5,4,6,4,1,,5,,,
5/16/2022,23,21,7,13,16,16,8,7,4,4,5,4,6,4,1,,5,,,
5/17/2022,24,21,7,13,16,16,8,7,4,4,5,4,6,4,1,,5,,,
5/18/2022,24,21,7,13,16,16,8,7,4,5,5,4,6,6,1,,5,,,
5/19/2022,25,19,7,13,16,16,8,6,4,5,5,4,6,6,1,,5,,,
5/20/2022,25,19,7,13,15,17,6,5,4,6,5,4,6,6,1,,6,,,
5/21/2022,24,19,7,13,15,17,6,5,4,6,5,4,6,6,1,,6,,,
5/22/2022,24,19,7,13,15,17,6,5,4,6,5,4,6,6,1,,6,,,
5/23/2022,23,19,7,13,16,17,6,5,4,6,6,4,6,6,1,,6,,,
5/24/2022,23,20,7,13,18,17,6,5,4,6,6,4,6,6,1,,6,,,
5/25/2022,23,19,6,13,18,16,6,5,4,6,6,4,6,6,1,,6,,,
5/26/2022,24,19,6,13,18,16,6,5,4,6,6,4,6,6,1,,7,,,
5/27/2022,24,19,6,13,18,16,6,5,4,6,6,4,6,6,1,,8,,,
5/28/2022,22,19,6,13,18,15,6,6,4,6,6,4,6,6,1,,8,,,
5/29/2022,22,18,6,13,17,15,6,6,4,6,6,4,6,6,1,,8,,,
5/30/2022,24,18,5,13,17,15,6,7,4,6,6,4,6,6,1,,8,,,
5/31/2022,25,18,5,13,17,16,6,7,5,6,6,4,6,6,1,,8,,,
6/1/2022,25,19,6,13,18,16,6,7,5,7,6,4,6,6,1,,8,,,
6/2/2022,25,19,6,13,18,16,6,6,4,7,6,4,6,6,1,,8,,,
6/3/2022,25,19,5,13,18,16,6,6,3,7,6,4,6,6,1,,8,,,
6/4/2022,24,16,5,13,18,16,6,6,3,7,6,4,6,6,1,,8,,,
6/5/2022,24,16,5,13,18,15,5,6,3,7,6,4,5,6,1,,8,,,
6/6/2022,24,16,5,13,18,15,5,5,3,7,6,4,5,6,1,,8,,,
6/7/2022,25,16,5,13,18,12,5,5,4,7,6,4,5,6,1,,8,,,
6/8/2022,25,17,5,13,19,12,5,5,4,7,6,4,5,8,1,,9,,,
6/9/2022,25,18,5,14,19,9,5,5,4,7,6,4,5,9,1,,9,,,
6/10/2022,24,16,5,14,19,8,6,5,4,7,6,4,5,9,1,,9,,,
6/11/2022,23,16,5,14,19,8,6,5,4,7,6,4,5,10,1,,9,,,
6/12/2022,22,15,3,13,19,9,6,5,4,7,6,4,5,10,1,,8,,,
6/13/2022,22,16,4,13,19,9,6,5,4,7,6,4,5,10,1,,8,,,
6/14/2022,22,16,4,13,19,9,6,5,4,7,6,4,5,10,1,,8,,,
6/15/2022,23,16,4,13,19,9,6,5,5,7,6,4,5,10,1,,8,,,
6/16/2022,23,16,4,14,19,9,6,5,5,7,6,5,5,10,1,,8,,,
6/17/2022,23,16,4,14,18,9,6,5,5,6,6,5,5,9,1,,8,,,
6/18/2022,23,16,4,14,17,9,5,5,5,6,6,5,5,8,1,,8,,,
6/19/2022,23,16,4,14,17,8,5,5,5,6,6,5,5,7,1,,7,,,
6/20/2022,24,16,4,14,17,8,5,5,5,6,6,5,5,7,1,,7,,,
6/21/2022,24,17,4,14,18,8,6,5,5,6,6,5,5,7,1,,7,,,
6/22/2022,24,17,4,15,17,9,6,5,5,6,6,6,5,7,1,,7,,,
6/23/2022,25,17,4,14,18,9,6,5,5,6,6,6,5,7,1,,7,,,
6/24/2022,24,17,3,14,19,9,6,6,5,6,6,6,5,7,1,,9,,,
6/25/2022,24,16,3,14,20,9,6,6,5,6,4,6,5,7,1,,9,,,
6/26/2022,24,16,2,14,19,9,6,6,5,6,4,6,5,7,1,,9,,,
6/27/2022,24,16,2,14,19,9,6,6,5,6,4,5,5,7,1,,10,,,
6/28/2022,24,17,2,14,19,9,6,6,5,7,3,5,5,7,1,,10,,,
6/29/2022,23,17,4,14,19,9,6,4,5,7,4,5,5,7,1,,10,,,
6/30/2022,23,17,4,14,19,9,6,4,4,7,4,5,5,7,1,,10,,,
7/1/2022,23,18,5,14,17,9,6,4,4,8,4,5,5,7,1,,10,,,
7/2/2022,23,18,4,14,17,9,6,4,4,8,4,5,5,7,1,,10,,,
7/3/2022,23,18,4,15,17,9,6,4,4,8,4,5,5,7,1,,10,,,
7/4/2022,23,18,4,15,17,9,6,4,4,8,4,5,5,7,1,,10,,,
7/5/2022,23,18,4,15,17,9,6,4,4,8,4,5,5,7,1,,10,,,
7/6/2022,23,17,4,15,17,9,6,4,4,8,4,5,5,8,1,,10,,,
7/7/2022,23,16,4,15,17,8,6,4,4,8,4,5,5,7,1,,10,,,
7/8/2022,24,16,4,15,17,10,6,4,4,8,4,5,5,7,0,,10,,,
7/9/2022,23,16,4,14,16,10,6,4,4,8,4,5,5,7,0,,10,,,
7/10/2022,23,16,4,14,16,10,5,4,4,8,4,5,5,7,0,,10,,,
7/11/2022,24,16,4,14,16,10,5,4,4,8,4,5,5,7,0,,10,,,
7/12/2022,24,16,4,14,16,10,5,4,4,8,4,5,5,8,0,,10,,,
7/13/2022,24,16,3,14,15,10,5,4,4,8,4,6,5,8,0,,11,,,
7/14/2022,23,14,3,14,15,10,5,4,4,9,4,6,5,6,0,,11,,,
7/15/2022,24,13,3,14,14,9,5,4,4,9,4,6,5,6,0,,11,,,
7/16/2022,24,13,4,13,13,9,5,4,3,9,4,6,5,6,0,,11,,,
7/17/2022,24,13,4,14,13,9,5,4,3,9,4,6,5,6,0,,11,,,
7/18/2022,24,13,4,14,13,10,5,4,3,9,4,5,5,6,1,,11,,,
7/19/2022,24,13,4,14,13,10,5,4,3,9,4,5,5,6,1,,12,,,
7/20/2022,25,13,4,14,12,10,5,4,2,9,4,5,5,6,1,,12,,,
7/21/2022,24,11,4,14,12,9,6,4,2,9,4,5,5,6,1,,12,,,
7/22/2022,23,11,5,14,12,9,6,4,2,9,4,4,5,6,1,,12,,,
7/23/2022,23,11,5,14,11,9,6,4,2,9,4,4,5,6,1,,12,,,
7/24/2022,23,11,5,14,11,9,6,4,2,9,4,4,5,6,1,,11,,,
7/25/2022,23,11,5,14,11,9,6,4,2,9,4,4,5,6,2,,11,,,
7/26/2022,23,12,5,14,11,9,6,4,2,9,4,4,5,6,2,,11,,,
7/27/2022,23,10,5,15,12,9,6,5,2,9,4,4,4,6,2,,8,,,
7/28/2022,24,11,5,15,12,9,6,5,2,8,4,5,4,6,2,,8,,,
7/29/2022,24,11,4,15,11,9,6,6,2,8,5,5,4,6,2,,9,,,
7/30/2022,24,11,4,15,11,9,6,6,2,8,4,5,4,6,2,,9,,,
7/31/2022,24,10,3,16,10,9,6,6,2,7,4,5,4,6,2,,8,,,
8/1/2022,24,12,3,16,10,9,6,7,2,7,4,5,4,6,2,,8,,,
8/2/2022,24,12,3,15,10,9,6,8,2,7,4,5,4,6,2,,8,,,
8/3/2022,25,12,3,15,10,9,6,8,2,7,4,5,4,6,2,,8,,,
8/4/2022,25,13,2,15,11,9,6,8,2,7,4,6,4,6,2,,8,,,
8/5/2022,24,13,3,16,11,9,6,8,2,7,4,6,4,5,2,,8,,,
8/6/2022,22,13,3,16,10,9,6,8,2,7,4,6,4,5,2,,8,,,
8/7/2022,21,14,3,16,8,9,6,8,2,7,4,6,3,5,2,,8,,,
8/8/2022,22,14,3,16,9,9,6,8,2,8,4,6,3,5,2,,8,,,
8/9/2022,22,15,4,16,9,7,6,8,2,8,4,6,3,5,2,,9,,,
8/10/2022,23,16,4,16,9,6,6,8,2,8,4,6,3,5,2,,9,,1,
8/11/2022,23,16,4,16,9,6,6,8,2,8,4,6,4,5,2,,10,,1,
8/12/2022,23,16,4,16,10,6,6,8,2,8,4,6,4,5,2,,9,,1,
8/13/2022,23,16,4,16,10,5,6,8,2,8,4,6,4,5,2,,9,,1,
8/14/2022,23,16,4,16,10,5,6,8,2,8,4,6,4,5,2,,8,,1,
8/15/2022,23,17,4,16,10,5,6,8,2,8,4,6,5,5,2,1,8,,1,
8/16/2022,24,17,4,15,11,5,6,9,2,8,4,6,5,5,2,6,8,,1,
8/17/2022,24,17,4,15,12,5,6,9,2,8,4,6,5,5,2,6,8,,1,
8/18/2022,24,17,4,16,12,4,6,9,2,8,4,6,5,5,2,6,8,,1,
8/19/2022,24,17,4,16,12,4,6,9,2,8,5,6,5,5,2,6,8,,1,
8/20/2022,24,17,4,16,12,3,6,9,2,8,5,6,5,5,2,6,7,,1,
8/21/2022,24,17,3,16,12,3,6,9,2,8,5,6,5,5,2,6,6,,1,
8/22/2022,25,17,3,17,12,4,6,9,2,8,5,6,5,5,2,6,6,,1,
8/23/2022,26,17,3,17,12,5,6,9,2,8,5,6,5,5,2,7,7,,1,
8/24/2022,27,17,3,17,12,5,6,8,2,8,5,6,5,5,2,7,7,,1,
8/25/2022,28,16,4,17,11,5,6,9,2,8,5,6,5,5,1,7,7,,1,
8/26/2022,27,16,4,16,11,6,6,8,2,7,5,6,5,5,1,7,7,,1,
8/27/2022,26,16,4,16,11,6,6,8,2,7,5,6,5,5,1,7,7,,1,
8/28/2022,26,16,4,16,11,6,6,8,2,7,5,6,5,5,1,7,7,,1,
8/29/2022,26,17,4,18,11,7,6,8,2,7,5,6,5,5,1,7,7,,1,
8/30/2022,27,17,4,18,11,7,6,8,2,7,5,6,5,5,1,7,7,,1,
8/31/2022,28,16,5,18,11,7,6,8,2,7,5,6,5,5,1,7,7,,1,
9/1/2022,28,16,5,19,11,7,6,8,2,7,5,6,5,5,1,7,7,,1,
9/2/2022,29,16,5,19,11,7,6,8,2,7,5,6,5,5,1,7,7,,1,
9/3/2022,28,15,5,19,11,7,6,7,2,7,5,6,5,5,1,7,7,,1,
