Date,Synthetix (#),Kwenta (#),dYdX (#),Thales (#),Perpetual Protocol (#),Opyn (#),Drift Protocol (#),Pendle (#),Premia (#),Voltz (#),Dopex (#),GMX (#),Lyra (#),Deri Protocol (#),Bluefin (#),HMX (#),ApeX Protocol (#),Orderly Network (#),Vertex (#),Hyperliquid (#)
6/25/2023,26,17,4,13,6,0,9,6,6,8,5,4,5,1,6,4,0,4,5,4
6/26/2023,26,17,4,13,6,0,9,6,6,8,5,4,5,1,6,4,0,4,5,4
6/27/2023,27,18,4,14,6,0,9,6,6,8,5,4,5,1,6,4,0,4,5,4
6/28/2023,26,18,4,14,6,0,8,6,6,8,5,4,4,2,7,4,0,4,5,4
6/29/2023,26,18,4,14,6,0,8,6,6,8,5,4,4,2,7,4,0,4,5,4
6/30/2023,25,18,5,14,4,0,9,6,7,7,5,4,4,2,7,4,0,4,5,4
7/1/2023,24,18,5,14,4,0,9,6,7,7,5,4,4,2,7,4,0,4,5,4
7/2/2023,24,18,4,14,4,0,8,6,7,7,5,4,4,2,7,4,0,4,5,4
7/3/2023,24,19,4,14,4,0,8,6,7,7,5,5,4,2,8,4,0,4,5,4
7/4/2023,24,20,4,14,4,0,8,6,7,7,5,5,4,2,8,4,0,4,6,4
7/5/2023,24,20,4,14,4,0,8,6,7,7,5,5,4,2,8,4,0,4,6,3
7/6/2023,24,21,4,14,4,0,8,6,7,7,5,5,4,2,7,4,0,4,5,3
7/7/2023,24,21,4,14,4,0,8,6,7,7,5,5,4,2,7,4,0,4,5,2
7/8/2023,24,22,4,14,4,0,8,6,7,7,5,5,4,2,7,4,0,4,5,2
7/9/2023,23,21,4,14,4,0,8,5,7,7,5,5,4,2,5,4,0,4,5,1
7/10/2023,23,21,4,14,4,1,8,5,7,7,5,5,4,2,5,4,0,4,5,2
7/11/2023,23,23,4,15,4,1,8,5,7,7,5,5,4,2,5,4,0,4,5,2
7/12/2023,23,22,4,15,4,1,7,5,6,7,5,5,4,2,4,4,0,4,5,2
7/13/2023,23,21,4,15,4,1,7,5,6,7,4,5,4,2,4,4,0,4,5,2
7/14/2023,22,21,4,15,4,1,7,6,6,7,4,5,4,2,4,4,0,5,5,3
7/15/2023,22,21,4,15,4,1,7,6,6,7,4,5,4,2,4,3,0,5,4,3
7/16/2023,21,21,4,15,4,1,7,6,6,7,4,5,4,2,3,3,0,5,4,3
7/17/2023,21,21,4,15,4,1,7,6,6,7,4,5,4,2,3,3,0,5,4,4
7/18/2023,21,21,4,15,4,1,7,6,6,7,4,5,4,2,4,3,0,5,4,4
7/19/2023,20,21,3,15,3,1,7,6,6,7,4,5,4,2,4,4,0,5,4,5
7/20/2023,20,21,3,14,3,1,7,6,6,7,4,5,4,2,4,4,0,5,4,5
7/21/2023,20,21,3,14,5,1,7,6,5,7,4,5,3,2,4,4,0,6,5,5
7/22/2023,20,21,3,14,5,1,7,6,5,7,4,5,3,2,4,4,0,6,5,5
7/23/2023,20,21,3,14,5,1,8,6,5,7,4,5,3,2,4,4,0,6,5,5
7/24/2023,20,21,3,14,5,1,8,6,5,7,4,5,3,2,4,4,0,6,5,5
7/25/2023,20,21,3,14,4,1,8,6,5,7,4,5,3,2,4,4,0,6,5,5
7/26/2023,21,21,3,14,4,1,9,6,5,7,4,5,3,2,4,4,0,7,5,5
7/27/2023,20,22,3,12,5,1,9,6,5,7,4,5,3,2,4,4,0,7,5,5
7/28/2023,20,21,4,12,5,1,9,6,6,7,4,6,2,2,4,4,0,7,5,5
7/29/2023,20,21,4,12,4,1,10,6,6,7,4,6,1,2,5,4,0,6,5,5
7/30/2023,21,21,2,12,4,1,10,6,6,7,4,6,1,2,5,4,0,6,5,5
7/31/2023,21,21,4,12,4,1,11,6,6,7,4,6,1,2,5,5,0,6,5,6
8/1/2023,21,21,4,12,4,1,11,6,6,8,4,6,1,3,6,5,0,7,5,6
8/2/2023,20,20,4,13,5,1,11,7,6,8,4,6,1,3,6,5,0,8,5,6
8/3/2023,22,20,4,13,5,1,11,7,6,8,4,6,1,3,6,5,0,8,5,6
8/4/2023,22,20,4,13,5,1,12,7,6,8,4,6,1,3,7,5,0,8,4,6
8/5/2023,23,20,4,13,5,1,12,7,6,8,4,6,1,3,7,5,0,7,4,6
8/6/2023,22,19,4,13,5,1,12,7,6,8,3,6,1,3,6,5,0,7,4,6
8/7/2023,22,18,4,13,5,1,12,7,6,8,3,6,1,3,6,5,0,7,4,6
8/8/2023,23,18,4,13,5,1,12,7,7,8,3,6,1,3,6,5,0,7,4,6
8/9/2023,23,19,4,13,5,1,12,7,7,8,3,6,1,3,8,5,0,7,4,6
8/10/2023,23,18,4,15,5,1,12,7,7,8,3,6,1,3,8,5,0,7,4,5
8/11/2023,23,18,4,15,5,1,12,7,8,8,3,6,1,3,9,5,0,7,4,5
8/12/2023,23,18,4,15,5,1,12,7,8,8,3,6,1,3,9,5,0,7,4,5
8/13/2023,23,18,4,15,5,1,12,7,8,8,3,6,1,3,9,5,0,6,4,4
8/14/2023,25,18,4,15,6,1,12,7,8,8,4,6,1,3,9,5,0,6,4,4
8/15/2023,25,18,4,15,6,1,12,7,8,8,4,6,1,3,10,5,0,6,4,4
8/16/2023,26,18,10,14,6,1,12,7,8,8,4,6,1,3,10,5,0,6,4,4
8/17/2023,26,18,13,15,6,1,13,7,8,8,5,6,1,3,11,5,0,6,4,4
8/18/2023,26,18,14,15,6,1,13,7,8,8,5,6,1,3,11,5,0,6,4,4
8/19/2023,26,17,14,15,6,1,13,7,8,8,5,6,1,3,11,4,0,6,4,4
8/20/2023,26,17,14,15,5,1,13,7,8,8,5,6,1,3,11,4,0,6,4,4
8/21/2023,26,17,15,15,5,1,13,7,8,8,5,6,1,3,11,4,0,6,4,4
8/22/2023,26,17,17,15,5,1,13,7,8,8,5,6,1,3,11,4,0,6,4,4
8/23/2023,27,18,19,15,5,1,13,7,8,8,5,6,1,3,11,4,0,6,4,4
8/24/2023,27,18,19,15,4,1,13,7,8,8,5,6,1,2,11,4,0,6,4,4
8/25/2023,28,18,20,15,4,1,13,7,8,8,5,6,2,2,11,4,0,5,4,4
8/26/2023,28,18,20,15,4,1,13,7,8,8,5,6,2,2,11,4,0,5,4,4
8/27/2023,28,17,20,15,4,1,13,7,8,8,5,6,2,2,12,4,0,5,4,4
8/28/2023,28,17,20,15,4,1,12,7,8,8,5,6,2,2,12,4,0,5,4,4
8/29/2023,27,18,20,15,4,1,12,7,8,8,5,6,2,2,12,5,0,5,4,4
8/30/2023,27,18,20,15,4,1,13,7,8,8,5,5,2,2,12,5,0,5,4,4
8/31/2023,28,18,20,15,4,1,13,7,7,7,5,6,2,2,12,5,0,5,4,3
9/1/2023,28,19,21,17,2,1,14,7,7,6,5,6,3,2,12,5,0,5,4,3
9/2/2023,27,20,21,17,2,1,14,7,7,6,5,6,3,2,11,5,0,6,4,2
9/3/2023,27,20,21,17,2,1,13,7,7,6,5,6,3,2,11,5,0,6,4,2
9/4/2023,29,20,21,18,2,1,13,7,7,6,6,6,3,2,13,5,0,6,5,2
9/5/2023,29,20,21,18,2,1,13,7,7,6,6,6,3,2,13,5,0,6,5,2
9/6/2023,30,20,21,18,2,1,14,6,8,6,6,6,3,2,13,5,0,6,5,3
9/7/2023,30,20,21,18,2,1,13,7,8,6,6,6,3,2,13,5,0,7,5,3
9/8/2023,31,20,21,18,2,1,13,6,7,6,6,6,3,2,13,5,0,7,6,3
9/9/2023,31,20,21,18,3,1,13,6,7,6,5,6,3,2,13,5,0,7,6,3
9/10/2023,31,20,21,17,3,1,13,6,7,6,5,6,3,2,13,5,0,7,6,3
9/11/2023,32,20,21,16,3,1,13,6,7,6,5,6,3,2,13,5,0,7,6,3
9/12/2023,31,20,21,16,4,1,13,6,9,6,5,6,3,2,12,5,0,7,5,3
9/13/2023,31,20,21,15,4,2,13,6,10,6,5,6,3,2,12,6,0,7,5,4
9/14/2023,31,20,21,15,4,2,13,6,10,6,5,6,3,2,12,6,0,7,5,4
9/15/2023,30,19,21,15,4,2,13,6,10,6,5,6,3,2,12,6,0,7,5,4
9/16/2023,28,19,21,14,4,2,13,5,10,6,4,6,3,2,12,6,0,7,5,4
9/17/2023,28,19,21,14,4,2,13,5,10,6,4,6,3,2,11,6,0,7,5,4
9/18/2023,28,19,21,14,4,2,13,5,10,6,4,6,3,2,11,6,0,7,5,4
9/19/2023,28,19,22,14,4,2,14,5,10,6,4,6,3,2,11,6,0,7,5,4
9/20/2023,28,19,22,15,4,2,14,5,10,6,4,6,3,2,11,6,0,7,5,4
9/21/2023,27,19,23,15,4,2,14,5,10,6,4,6,3,2,11,6,0,7,5,4
9/22/2023,27,19,23,15,4,2,14,5,10,6,4,6,3,2,11,6,0,7,5,5
9/23/2023,26,17,23,15,4,2,14,5,10,6,4,6,3,2,11,6,0,7,5,5
9/24/2023,25,17,23,15,4,2,14,5,10,6,5,6,2,2,11,6,0,7,5,5
9/25/2023,26,17,23,15,4,2,14,5,10,7,5,6,2,2,11,6,0,7,5,5
9/26/2023,26,17,23,15,4,2,14,5,10,7,5,6,2,2,11,6,0,7,5,5
9/27/2023,27,17,23,15,4,2,14,6,10,7,5,7,2,2,11,6,0,7,5,5
9/28/2023,28,17,24,15,4,2,14,6,9,7,5,7,2,2,11,6,0,6,5,5
9/29/2023,28,17,24,15,4,2,13,6,9,7,5,7,2,2,11,6,0,6,5,5
9/30/2023,28,18,24,15,4,2,13,6,9,7,5,7,2,2,11,6,0,6,5,5
10/1/2023,28,17,24,14,4,2,12,6,9,7,5,7,1,2,11,6,0,6,4,5
10/2/2023,28,16,25,14,4,2,12,6,9,7,5,7,1,2,11,6,0,5,4,5
10/3/2023,29,16,25,14,4,2,12,6,9,7,5,7,1,3,11,6,0,5,4,5
10/4/2023,29,16,25,14,4,2,12,6,9,7,4,7,1,3,11,6,0,5,3,5
10/5/2023,29,16,25,14,4,2,12,6,9,7,4,7,1,3,11,6,0,5,3,5
10/6/2023,28,14,25,13,4,2,11,6,9,7,4,7,1,3,10,5,0,5,3,5
10/7/2023,27,13,25,13,4,1,11,6,9,7,4,7,1,3,10,5,0,4,3,5
10/8/2023,26,12,25,13,4,1,11,6,9,7,4,7,1,3,9,5,0,4,2,5
10/9/2023,25,13,25,13,2,1,11,6,9,7,5,7,1,3,9,5,0,4,2,5
10/10/2023,24,13,26,13,2,1,11,6,9,7,5,7,1,3,9,5,0,4,3,5
10/11/2023,23,13,27,13,2,1,11,6,9,7,5,7,1,3,9,5,0,4,3,5
10/12/2023,24,13,65,13,1,1,11,6,9,7,5,7,1,3,9,5,0,4,3,5
10/13/2023,24,13,85,13,1,1,11,6,9,7,5,7,1,3,8,5,0,4,3,5
10/14/2023,24,13,85,13,1,0,11,6,9,7,5,7,1,3,8,5,0,4,3,5
10/15/2023,23,13,85,13,0,0,11,6,9,7,5,6,2,3,8,5,0,4,3,4
10/16/2023,23,13,86,13,0,0,11,6,9,7,5,6,2,4,8,5,0,4,3,4
10/17/2023,24,13,86,13,0,0,11,6,9,7,5,6,2,4,9,5,0,4,3,4
10/18/2023,26,13,87,13,1,0,11,6,9,7,5,6,2,4,9,5,0,4,3,4
10/19/2023,28,13,87,13,1,0,10,5,9,7,6,6,2,4,9,5,0,4,3,4
10/20/2023,28,13,87,11,1,0,10,5,9,7,5,6,2,4,9,5,0,4,3,2
10/21/2023,28,13,87,12,1,0,10,5,9,7,5,6,2,4,9,5,0,4,3,2
10/22/2023,27,13,87,12,1,0,10,5,9,7,5,6,2,4,8,5,0,4,3,1
10/23/2023,28,13,87,12,1,0,10,5,9,7,5,6,2,4,8,5,0,4,3,1
10/24/2023,29,13,87,12,1,0,10,5,9,7,4,6,2,4,8,5,0,5,3,1
10/25/2023,29,13,87,12,1,0,10,5,8,7,4,6,2,4,8,5,0,5,3,3
10/26/2023,29,14,87,12,1,0,10,5,8,7,4,6,2,4,7,4,0,5,3,3
10/27/2023,28,14,87,12,1,0,11,4,8,7,4,6,2,4,7,4,1,5,3,3
10/28/2023,29,14,87,12,1,0,11,4,8,7,4,6,2,4,5,4,1,5,3,3
10/29/2023,29,12,87,12,1,0,11,4,7,7,4,6,2,4,5,4,1,5,3,3
10/30/2023,29,13,87,12,1,0,12,4,7,7,4,6,2,4,5,4,1,6,3,3
10/31/2023,30,13,87,12,1,2,12,4,7,8,4,6,2,4,5,4,1,6,3,3
11/1/2023,29,13,87,13,1,2,12,4,7,8,4,6,2,4,5,4,1,7,3,3
11/2/2023,29,13,87,13,1,2,12,4,7,8,4,6,2,4,6,4,1,7,3,3
11/3/2023,27,12,88,14,1,2,12,4,7,8,4,6,2,4,6,4,1,7,3,3
11/4/2023,27,11,88,14,1,2,12,4,7,8,4,6,2,4,6,4,1,7,3,3
11/5/2023,27,11,88,15,1,2,12,4,7,8,4,6,2,4,6,4,1,7,3,3
11/6/2023,26,12,88,15,2,2,12,4,7,8,4,6,2,4,6,4,1,7,3,3
11/7/2023,26,12,88,16,2,2,12,4,7,8,5,6,2,4,6,5,1,7,3,3
11/8/2023,23,11,88,16,2,2,12,4,7,8,4,6,2,4,4,5,1,7,3,3
11/9/2023,23,11,88,16,2,2,12,4,8,8,5,6,2,4,4,5,1,7,3,3
11/10/2023,23,12,88,17,2,2,12,4,8,8,5,6,2,4,4,4,1,7,3,3
11/11/2023,23,12,52,17,2,2,12,4,8,8,5,6,2,4,4,4,1,7,3,3
11/12/2023,23,12,32,17,2,2,12,4,8,8,5,6,2,4,4,4,1,8,3,3
11/13/2023,24,12,32,17,2,2,12,4,9,8,5,7,2,4,4,4,1,8,3,4
11/14/2023,25,12,32,17,2,2,13,4,9,8,5,7,2,3,4,4,1,8,3,4
11/15/2023,25,12,30,17,2,2,14,4,8,8,5,7,2,3,4,4,1,8,3,3
11/16/2023,25,12,29,17,2,2,14,4,8,8,5,6,2,3,5,4,1,8,3,3
11/17/2023,24,12,28,17,1,2,14,4,8,8,5,6,2,3,5,4,1,9,3,4
11/18/2023,22,12,27,16,1,2,14,4,7,8,5,6,2,3,5,3,1,9,3,4
11/19/2023,22,12,27,16,1,2,14,4,7,8,5,6,2,3,5,3,1,9,3,4
11/20/2023,22,12,29,16,1,2,14,4,7,8,5,6,2,4,5,3,1,9,3,4
11/21/2023,23,12,29,17,1,2,14,4,7,8,5,6,2,4,6,3,2,9,3,4
11/22/2023,23,12,28,17,1,2,15,5,9,8,5,6,2,4,6,3,2,9,3,4
11/23/2023,23,12,27,17,1,2,15,5,9,8,6,6,2,4,6,3,2,9,3,4
11/24/2023,22,12,26,17,1,2,15,5,9,8,6,6,2,4,6,3,2,9,3,3
11/25/2023,22,11,26,17,1,2,15,5,9,8,6,6,2,4,6,3,2,9,3,3
11/26/2023,22,11,26,17,1,2,14,5,9,8,6,6,2,4,6,3,1,9,3,3
11/27/2023,21,11,26,17,1,2,14,5,9,8,6,6,2,4,6,3,1,9,3,3
11/28/2023,21,11,25,17,1,3,14,5,9,8,6,6,2,4,7,3,1,9,3,3
11/29/2023,20,10,25,17,1,3,14,5,9,6,8,6,2,4,7,4,1,8,3,3
11/30/2023,20,10,24,17,1,1,14,5,9,6,8,6,2,4,7,4,1,8,3,3
12/1/2023,20,10,24,17,1,1,14,5,9,5,8,6,2,4,7,4,1,8,3,3
12/2/2023,20,10,24,17,1,1,14,5,9,5,8,6,2,4,7,4,1,8,3,3
12/3/2023,21,10,23,17,1,1,14,5,9,5,8,6,2,4,7,4,1,8,3,3
12/4/2023,22,9,23,17,1,1,15,5,9,5,8,6,2,4,7,4,1,8,3,4
12/5/2023,24,10,24,17,1,1,15,5,9,6,8,6,2,4,7,4,1,8,3,4
12/6/2023,24,10,24,17,1,1,15,5,9,6,8,6,2,4,7,4,1,8,3,5
12/7/2023,24,10,24,16,1,1,18,5,9,6,7,6,2,4,8,3,1,8,3,5
12/8/2023,24,10,24,15,1,1,18,5,9,6,7,6,2,4,8,3,1,8,3,6
12/9/2023,24,10,24,15,1,1,18,5,9,6,7,6,2,4,8,3,1,8,3,6
12/10/2023,24,8,24,14,1,1,18,5,9,5,7,6,2,4,8,3,1,8,3,6
12/11/2023,24,8,24,15,1,1,19,5,9,5,7,6,2,4,8,3,1,9,3,6
12/12/2023,25,9,24,15,1,1,19,5,9,5,7,6,2,4,9,3,1,9,3,6
12/13/2023,25,9,24,15,1,1,19,5,8,5,7,6,2,4,9,3,1,8,3,6
12/14/2023,25,8,24,14,1,1,18,5,8,5,7,6,2,4,9,3,1,8,3,6
12/15/2023,24,8,24,14,1,1,18,6,8,5,7,6,2,4,9,3,1,8,3,6
12/16/2023,23,8,24,14,1,1,18,6,8,4,7,6,2,4,8,3,1,8,3,6
12/17/2023,23,8,24,14,1,1,18,6,8,4,7,6,2,4,8,3,1,8,3,6
12/18/2023,24,8,24,14,1,1,19,6,9,4,7,6,2,4,8,3,1,8,3,7
12/19/2023,25,8,24,15,1,1,19,6,9,4,7,6,2,4,9,4,1,8,3,7
12/20/2023,24,8,22,15,1,1,19,6,10,4,7,6,2,4,8,4,1,8,3,7
12/21/2023,24,8,22,15,1,1,19,6,9,3,7,6,2,4,6,5,1,8,3,6
12/22/2023,24,8,22,15,1,1,18,4,8,3,7,6,2,4,6,5,1,10,3,6
12/23/2023,24,8,22,15,1,1,18,4,8,3,6,6,2,4,6,5,1,10,3,6
12/24/2023,24,8,22,15,1,1,18,4,8,3,6,6,1,4,5,5,1,10,3,6
12/25/2023,24,8,22,15,1,1,18,4,8,3,6,6,1,4,5,5,1,10,3,6
12/26/2023,24,8,22,15,1,1,17,4,8,3,6,6,1,4,6,5,1,10,3,6
12/27/2023,24,7,22,15,1,1,17,4,8,3,6,6,1,4,6,5,1,10,3,6
12/28/2023,24,7,22,15,1,1,18,4,8,3,6,6,1,4,6,5,1,10,3,5
12/29/2023,24,7,21,14,1,1,18,4,8,3,3,6,1,4,6,5,1,10,3,5
12/30/2023,24,7,21,14,1,1,18,4,8,3,3,6,1,4,5,4,1,10,3,5
12/31/2023,24,6,21,14,1,1,18,4,8,3,3,6,1,4,5,4,0,10,3,5
1/1/2024,24,6,21,14,1,1,18,4,8,3,3,6,1,4,6,4,0,10,3,5
1/2/2024,23,6,22,14,1,1,18,5,8,3,3,6,1,4,6,4,0,10,3,5
1/3/2024,21,8,22,14,1,1,17,5,8,3,3,6,2,4,6,4,0,10,4,4
1/4/2024,19,7,22,14,1,1,17,5,8,3,3,6,2,4,6,4,0,10,4,4
1/5/2024,19,7,22,14,1,1,17,5,8,2,4,6,2,4,6,4,0,10,4,4
1/6/2024,19,8,21,14,0,1,18,5,8,2,4,6,2,4,6,4,0,10,4,4
1/7/2024,18,8,21,14,0,1,17,5,8,2,4,6,2,4,6,4,0,9,4,3
1/8/2024,18,8,21,14,0,1,17,5,8,2,4,6,2,4,6,4,0,9,4,3
1/9/2024,17,8,21,14,0,1,17,5,8,2,4,6,2,4,6,4,0,9,6,3
1/10/2024,16,8,19,13,0,1,17,5,8,2,4,6,2,4,6,4,0,9,6,3
1/11/2024,15,8,20,14,0,1,17,5,8,2,4,5,2,4,5,4,0,9,6,3
1/12/2024,15,8,20,14,0,1,17,5,8,2,4,5,2,4,5,4,0,9,6,3
1/13/2024,15,8,20,14,0,1,17,5,8,2,4,5,2,3,5,4,0,8,6,3
1/14/2024,15,8,20,14,0,1,17,5,8,2,4,5,2,3,5,4,0,7,6,3
1/15/2024,15,9,20,14,0,1,17,5,8,2,4,6,2,3,5,4,0,8,6,3
1/16/2024,15,9,20,14,0,1,17,5,8,2,4,6,2,3,6,4,0,7,6,3
1/17/2024,15,9,23,14,0,1,17,5,7,2,4,6,2,3,6,4,0,8,6,3
1/18/2024,16,11,23,14,0,0,17,5,7,2,4,6,2,3,6,4,0,8,6,3
1/19/2024,16,10,23,14,0,0,17,5,6,2,4,6,2,3,6,4,0,8,6,3
1/20/2024,16,10,23,14,0,0,17,5,6,2,4,6,2,3,6,4,0,8,6,3
1/21/2024,16,10,23,14,0,0,16,5,5,2,4,6,2,3,6,4,0,7,6,3
1/22/2024,17,10,23,14,0,1,16,5,5,2,4,6,2,3,6,4,0,7,6,3
1/23/2024,18,10,24,14,0,1,16,6,5,2,4,6,2,3,6,4,0,7,6,3
1/24/2024,18,10,26,15,0,1,16,6,6,2,4,6,2,3,6,4,0,7,6,3
1/25/2024,19,11,26,15,0,1,17,6,6,2,4,6,2,3,7,4,0,8,6,3
1/26/2024,19,11,26,17,0,1,17,6,6,2,4,6,2,3,7,4,0,8,6,3
1/27/2024,19,11,26,17,0,1,16,6,6,2,4,6,2,3,5,4,0,8,6,3
1/28/2024,20,11,26,17,0,1,16,6,6,2,4,6,2,3,5,4,0,8,6,3
1/29/2024,20,11,26,17,0,1,17,6,6,2,4,6,2,3,5,4,0,9,6,3
1/30/2024,20,11,27,17,0,1,17,6,6,2,4,6,2,3,5,4,0,9,5,4
1/31/2024,20,11,28,17,0,1,18,7,7,2,4,6,2,3,5,4,0,9,5,4
2/1/2024,20,11,28,17,0,1,18,7,7,3,4,6,2,3,6,4,0,9,5,4
2/2/2024,21,10,29,17,0,1,18,7,6,3,4,6,2,3,6,4,0,9,4,4
2/3/2024,22,10,29,17,0,1,18,7,6,3,4,6,2,3,6,4,0,9,4,3
2/4/2024,22,10,28,17,0,1,18,7,6,3,4,6,2,3,6,4,1,9,4,3
2/5/2024,22,10,28,17,0,1,18,7,6,3,4,6,2,3,6,4,1,10,4,4
2/6/2024,22,10,28,17,0,1,18,7,6,3,4,6,2,3,6,4,1,11,4,4
2/7/2024,23,10,28,18,0,1,18,7,5,3,4,6,2,3,6,4,1,11,4,4
2/8/2024,23,11,27,18,0,1,18,7,5,3,4,6,2,3,6,4,1,11,4,4
2/9/2024,23,11,27,19,0,1,18,7,5,3,4,6,2,3,8,4,1,11,3,4
2/10/2024,23,11,27,18,0,1,18,7,5,3,4,6,2,3,8,4,1,11,3,4
2/11/2024,23,11,27,18,0,1,18,7,5,3,4,6,2,3,8,4,1,11,3,4
2/12/2024,23,11,28,18,0,1,18,7,5,3,4,6,2,3,8,4,1,11,3,4
2/13/2024,23,11,28,18,0,1,18,7,5,3,5,6,2,3,8,4,1,11,3,5
2/14/2024,24,10,28,18,0,1,18,7,5,3,5,6,2,3,8,4,1,11,3,5
2/15/2024,24,10,28,18,0,1,18,7,5,3,5,6,2,3,7,4,1,10,3,5
2/16/2024,24,10,26,18,0,1,18,7,5,3,4,7,2,3,7,4,1,10,3,4
2/17/2024,24,10,26,18,0,1,18,7,5,3,4,7,2,3,7,3,1,10,3,4
2/18/2024,24,10,26,18,0,1,18,7,5,3,4,7,2,1,7,3,1,10,3,4
2/19/2024,24,10,26,18,0,1,18,7,5,3,4,7,2,1,7,3,1,10,3,4
2/20/2024,25,11,26,18,0,1,18,8,5,3,4,7,3,1,7,3,1,10,3,5
2/21/2024,25,11,26,18,0,1,18,8,5,3,3,7,3,1,7,3,3,10,3,6
2/22/2024,24,9,26,18,0,1,18,8,5,3,3,7,3,1,7,3,3,10,2,6
2/23/2024,24,9,27,16,0,1,18,8,5,3,3,7,3,1,7,3,3,10,2,6
2/24/2024,22,8,25,16,0,1,17,8,4,3,3,7,3,1,6,3,3,9,2,6
2/25/2024,22,8,24,14,0,1,17,8,4,3,3,7,3,1,6,3,3,9,2,6
2/26/2024,22,8,25,14,0,1,17,8,4,3,5,7,3,1,6,3,3,10,2,6
2/27/2024,23,8,26,14,0,1,17,8,4,3,5,7,3,1,6,3,3,10,2,6
2/28/2024,24,7,28,13,0,1,14,8,4,3,5,7,2,1,6,3,3,10,2,6
2/29/2024,25,7,27,13,0,1,18,7,4,3,5,7,2,1,6,3,3,10,2,5
3/1/2024,25,6,27,13,0,1,17,6,4,3,5,5,2,1,7,3,3,10,2,5
3/2/2024,25,6,27,13,0,1,17,6,4,2,5,5,2,1,5,3,3,10,2,5
3/3/2024,24,6,26,13,0,1,17,6,4,2,5,5,2,1,5,3,3,10,2,5
3/4/2024,25,6,26,13,0,1,17,6,4,2,5,5,4,1,5,3,3,10,2,5
3/5/2024,27,7,26,13,0,1,18,6,4,2,5,5,4,1,5,3,3,10,2,5
3/6/2024,28,6,28,13,0,1,18,6,4,2,5,5,4,1,5,3,3,9,2,5
3/7/2024,28,6,29,14,0,1,18,6,4,2,5,5,4,1,5,3,3,8,2,5
3/8/2024,27,6,29,14,0,1,18,6,3,2,5,5,4,1,4,3,3,8,2,5
3/9/2024,27,6,29,14,0,1,18,6,3,0,5,5,4,1,4,3,3,8,2,5
3/10/2024,27,6,29,14,0,1,18,6,3,0,5,5,4,1,3,3,3,8,2,5
3/11/2024,28,6,29,14,0,1,18,6,3,0,5,5,4,1,3,3,3,8,2,5
3/12/2024,28,8,29,14,0,1,19,6,3,0,5,5,4,1,3,3,3,8,3,5
3/13/2024,28,8,29,14,0,1,19,6,3,0,5,5,4,1,4,3,3,8,3,5
3/14/2024,28,9,31,14,0,1,19,6,3,0,5,5,4,1,4,3,3,9,3,5
3/15/2024,28,9,31,14,0,1,19,6,3,0,5,5,4,1,4,3,3,9,3,5
3/16/2024,28,9,31,14,0,1,19,6,3,0,5,5,4,1,4,3,3,9,3,5
3/17/2024,28,9,31,14,0,1,19,6,3,0,5,5,4,1,4,3,3,9,3,4
3/18/2024,28,9,32,14,0,1,18,6,3,0,5,5,4,1,4,3,3,9,3,4
3/19/2024,29,9,33,14,0,1,19,6,3,0,5,5,4,1,4,3,3,9,3,4
3/20/2024,29,9,34,14,0,1,20,5,3,0,5,5,4,1,4,3,3,9,3,4
3/21/2024,28,9,34,12,0,1,20,4,3,0,4,5,3,1,4,3,3,9,3,2
3/22/2024,29,8,34,12,0,1,20,4,3,0,4,5,3,1,4,3,3,9,3,1
3/23/2024,29,8,34,12,0,1,20,3,2,0,4,5,3,1,4,2,3,9,3,1
3/24/2024,29,8,33,12,0,1,20,3,2,0,4,5,3,1,4,2,3,9,3,0
3/25/2024,29,8,32,12,0,1,20,3,2,0,4,5,3,1,4,2,3,9,3,0
3/26/2024,29,8,32,12,0,1,20,3,2,0,4,5,3,1,4,2,3,10,3,0
3/27/2024,29,8,32,12,0,1,21,3,2,0,4,5,3,1,4,2,3,9,3,0
3/28/2024,28,8,32,12,0,1,21,3,2,0,3,5,3,1,4,2,3,9,3,0
3/29/2024,27,7,32,12,0,1,21,3,1,0,3,5,3,1,4,2,3,9,4,1
3/30/2024,26,7,30,12,0,1,17,3,1,0,3,5,3,1,3,2,3,9,4,1
3/31/2024,26,7,30,12,0,1,17,3,1,0,3,5,3,1,2,2,3,9,4,1
4/1/2024,26,7,30,12,0,1,17,3,1,0,3,5,3,1,2,2,3,9,4,2
